O*NET-SOC Code,Occupation,soc2019_code,soc2010_code,soc2010_6,isco08_code,isco08_title,4-digit code,Exposure,Mean
47-3019.00,"Helpers, Construction Trades, All Other",47-3019.00,47-3019.00,47-3019,9313,Building construction labourers,9313,Not Exposed,0.09
47-4011.00,Construction and Building Inspectors,47-4011.00,47-4011.00,47-4011,3112,Civil engineering technicians,3112,Not Exposed,0.28
47-4011.01,Energy Auditors,47-4011.01,13-1199.01,13-1199,2422,Policy administration professionals,2422,Minimal Exposure,0.42
47-4011.01,Energy Auditors,47-4011.01,13-1199.01,13-1199,3339,Business services agents not elsewhere classified,3339,Gradient 2,0.44
47-4021.00,Elevator and Escalator Installers and Repairers,47-4021.00,47-4021.00,47-4021,7412,Electrical mechanics and fitters,7412,Not Exposed,0.17
47-4031.00,Fence Erectors,47-4031.00,47-4031.00,47-4031,7119,Building frame and related trades workers not elsewhere classified,7119,Not Exposed,0.09
47-4041.00,Hazardous Materials Removal Workers,47-4041.00,47-4041.00,47-4041,7119,Building frame and related trades workers not elsewhere classified,7119,Not Exposed,0.09
47-4051.00,Highway Maintenance Workers,47-4051.00,47-4051.00,47-4051,9312,Civil engineering labourers,9312,Not Exposed,0.09
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,47-4061.00,47-4061.00,47-4061,9312,Civil engineering labourers,9312,Not Exposed,0.09
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,47-4071.00,47-4071.00,47-4071,9129,Other cleaning workers,9129,Not Exposed,0.1
47-4091.00,Segmental Pavers,47-4091.00,47-4091.00,47-4091,7114,"Concrete placers, concrete finishers and related workers",7114,Not Exposed,0.1
47-4091.00,Segmental Pavers,47-4091.00,47-4091.00,47-4091,7113,"Stonemasons, stone cutters, splitters and carvers",7113,Not Exposed,0.11
47-4099.00,"Construction and Related Workers, All Other",47-4099.00,47-4099.00,47-4099,7119,Building frame and related trades workers not elsewhere classified,7119,Not Exposed,0.09
47-4099.03,Weatherization Installers and Technicians,47-4099.03,47-4099.03,47-4099,7119,Building frame and related trades workers not elsewhere classified,7119,Not Exposed,0.09
47-5011.00,"Derrick Operators, Oil and Gas",47-5011.00,47-5011.00,47-5011,8113,Well drillers and borers and related workers,8113,Not Exposed,0.19
47-5012.00,"Rotary Drill Operators, Oil and Gas",47-5012.00,47-5012.00,47-5012,8113,Well drillers and borers and related workers,8113,Not Exposed,0.19
47-5013.00,"Service Unit Operators, Oil and Gas",47-5013.00,47-5013.00,47-5013,8113,Well drillers and borers and related workers,8113,Not Exposed,0.19
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",47-5022.00,53-7032.00,53-7032,8111,Miners and quarriers,8111,Not Exposed,0.17
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",47-5022.00,53-7032.00,53-7032,8342,Earthmoving and related plant operators,8342,Not Exposed,0.13
47-5023.00,"Earth Drillers, Except Oil and Gas",47-5023.00,47-5021.00,47-5021,8111,Miners and quarriers,8111,Not Exposed,0.17
47-5023.00,"Earth Drillers, Except Oil and Gas",47-5023.00,47-5021.00,47-5021,8113,Well drillers and borers and related workers,8113,Not Exposed,0.19
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",47-5032.00,47-5021.00,47-5021,8111,Miners and quarriers,8111,Not Exposed,0.17
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",47-5032.00,47-5021.00,47-5021,8113,Well drillers and borers and related workers,8113,Not Exposed,0.19
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",47-5032.00,47-5031.00,47-5031,7542,Shotfirers and blasters,7542,Not Exposed,0.12
47-5041.00,Continuous Mining Machine Operators,47-5041.00,47-5041.00,47-5041,8111,Miners and quarriers,8111,Not Exposed,0.17
47-5043.00,"Roof Bolters, Mining",47-5043.00,47-5061.00,47-5061,8111,Miners and quarriers,8111,Not Exposed,0.17
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",47-5044.00,53-7033.00,53-7033,8111,Miners and quarriers,8111,Not Exposed,0.17
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",47-5044.00,53-7111.00,53-7111,8311,Locomotive engine drivers,8311,Not Exposed,0.2
47-5049.00,"Underground Mining Machine Operators, All Other",47-5049.00,47-5042.00,47-5042,8111,Miners and quarriers,8111,Not Exposed,0.17
47-5049.00,"Underground Mining Machine Operators, All Other",47-5049.00,47-5049.00,47-5049,8111,Miners and quarriers,8111,Not Exposed,0.17
47-5051.00,"Rock Splitters, Quarry",47-5051.00,47-5051.00,47-5051,8111,Miners and quarriers,8111,Not Exposed,0.17
47-5071.00,"Roustabouts, Oil and Gas",47-5071.00,47-5071.00,47-5071,8113,Well drillers and borers and related workers,8113,Not Exposed,0.19
47-5081.00,Helpers--Extraction Workers,47-5081.00,47-5081.00,47-5081,9311,Mining and quarrying labourers,9311,Not Exposed,0.11
47-5099.00,"Extraction Workers, All Other",47-5099.00,47-5049.00,47-5049,8111,Miners and quarriers,8111,Not Exposed,0.17
47-5099.00,"Extraction Workers, All Other",47-5099.00,47-5099.00,47-5099,9311,Mining and quarrying labourers,9311,Not Exposed,0.11
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011.00,49-1011.00,49-1011,7127,Air conditioning and refrigeration mechanics,7127,Not Exposed,0.21
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011.00,49-1011.00,49-1011,7231,Motor vehicle mechanics and repairers,7231,Not Exposed,0.18
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011.00,49-1011.00,49-1011,7232,Aircraft engine mechanics and repairers,7232,Not Exposed,0.19
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011.00,49-1011.00,49-1011,7233,Agricultural and industrial machinery mechanics and repairers,7233,Not Exposed,0.17
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011.00,49-1011.00,49-1011,7234,Bicycle and related repairers,7234,Not Exposed,0.13
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011.00,49-1011.00,49-1011,7311,Precision-instrument makers and repairers,7311,Not Exposed,0.21
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011.00,49-1011.00,49-1011,7312,Musical instrument makers and tuners,7312,Not Exposed,0.14
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011.00,49-1011.00,49-1011,7412,Electrical mechanics and fitters,7412,Not Exposed,0.17
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011.00,49-1011.00,49-1011,7413,Electrical line installers and repairers,7413,Not Exposed,0.15
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011.00,49-1011.00,49-1011,7421,Electronics mechanics and servicers,7421,Not Exposed,0.25
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011.00,49-1011.00,49-1011,7422,Information and communications technology installers and servicers,7422,Not Exposed,0.24
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-2011.00,49-2011.00,49-2011,7421,Electronics mechanics and servicers,7421,Not Exposed,0.25
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-2011.00,49-2011.00,49-2011,7422,Information and communications technology installers and servicers,7422,Not Exposed,0.24
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2021.00,49-2021.00,49-2021,7422,Information and communications technology installers and servicers,7422,Not Exposed,0.24
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2021.00,49-2021.01,49-2021,7422,Information and communications technology installers and servicers,7422,Not Exposed,0.24
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,49-2022.00,49-2022,7422,Information and communications technology installers and servicers,7422,Not Exposed,0.24
49-2091.00,Avionics Technicians,49-2091.00,49-2091.00,49-2091,7421,Electronics mechanics and servicers,7421,Not Exposed,0.25
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-2092.00,49-2092.00,49-2092,7412,Electrical mechanics and fitters,7412,Not Exposed,0.17
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093.00,49-2093.00,49-2093,7412,Electrical mechanics and fitters,7412,Not Exposed,0.17
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093.00,49-2093.00,49-2093,7421,Electronics mechanics and servicers,7421,Not Exposed,0.25
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093.00,49-2093.00,49-2093,7422,Information and communications technology installers and servicers,7422,Not Exposed,0.24
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094.00,49-2094.00,49-2094,7412,Electrical mechanics and fitters,7412,Not Exposed,0.17
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094.00,49-2094.00,49-2094,7421,Electronics mechanics and servicers,7421,Not Exposed,0.25
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-2095.00,49-2095.00,49-2095,7412,Electrical mechanics and fitters,7412,Not Exposed,0.17
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-2095.00,49-2095.00,49-2095,7421,Electronics mechanics and servicers,7421,Not Exposed,0.25
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2096.00,49-2096.00,49-2096,7412,Electrical mechanics and fitters,7412,Not Exposed,0.17
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2096.00,49-2096.00,49-2096,7421,Electronics mechanics and servicers,7421,Not Exposed,0.25
49-2097.00,Audiovisual Equipment Installers and Repairers,49-2097.00,49-2097.00,49-2097,7422,Information and communications technology installers and servicers,7422,Not Exposed,0.24
49-2098.00,Security and Fire Alarm Systems Installers,49-2098.00,49-2098.00,49-2098,7412,Electrical mechanics and fitters,7412,Not Exposed,0.17
49-3011.00,Aircraft Mechanics and Service Technicians,49-3011.00,49-3011.00,49-3011,7232,Aircraft engine mechanics and repairers,7232,Not Exposed,0.19
49-3021.00,Automotive Body and Related Repairers,49-3021.00,49-3021.00,49-3021,7231,Motor vehicle mechanics and repairers,7231,Not Exposed,0.18
49-3022.00,Automotive Glass Installers and Repairers,49-3022.00,49-3022.00,49-3022,7231,Motor vehicle mechanics and repairers,7231,Not Exposed,0.18
49-3023.00,Automotive Service Technicians and Mechanics,49-3023.00,49-3023.00,49-3023,7231,Motor vehicle mechanics and repairers,7231,Not Exposed,0.18
49-3023.00,Automotive Service Technicians and Mechanics,49-3023.00,49-3023.01,49-3023,7231,Motor vehicle mechanics and repairers,7231,Not Exposed,0.18
49-3023.00,Automotive Service Technicians and Mechanics,49-3023.00,49-3023.02,49-3023,7231,Motor vehicle mechanics and repairers,7231,Not Exposed,0.18
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,49-3031.00,49-3031.00,49-3031,7231,Motor vehicle mechanics and repairers,7231,Not Exposed,0.18
49-3041.00,Farm Equipment Mechanics and Service Technicians,49-3041.00,49-3041.00,49-3041,7233,Agricultural and industrial machinery mechanics and repairers,7233,Not Exposed,0.17
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",49-3042.00,49-3042.00,49-3042,7233,Agricultural and industrial machinery mechanics and repairers,7233,Not Exposed,0.17
49-3043.00,Rail Car Repairers,49-3043.00,49-3043.00,49-3043,7233,Agricultural and industrial machinery mechanics and repairers,7233,Not Exposed,0.17
49-3051.00,Motorboat Mechanics and Service Technicians,49-3051.00,49-3051.00,49-3051,7231,Motor vehicle mechanics and repairers,7231,Not Exposed,0.18
49-3052.00,Motorcycle Mechanics,49-3052.00,49-3052.00,49-3052,7231,Motor vehicle mechanics and repairers,7231,Not Exposed,0.18
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,49-3053.00,49-3053.00,49-3053,7412,Electrical mechanics and fitters,7412,Not Exposed,0.17
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,49-3053.00,49-3053.00,49-3053,7231,Motor vehicle mechanics and repairers,7231,Not Exposed,0.18
49-3091.00,Bicycle Repairers,49-3091.00,49-3091.00,49-3091,7234,Bicycle and related repairers,7234,Not Exposed,0.13
49-3092.00,Recreational Vehicle Service Technicians,49-3092.00,49-3092.00,49-3092,7231,Motor vehicle mechanics and repairers,7231,Not Exposed,0.18
49-3093.00,Tire Repairers and Changers,49-3093.00,49-3093.00,49-3093,7231,Motor vehicle mechanics and repairers,7231,Not Exposed,0.18
49-9011.00,Mechanical Door Repairers,49-9011.00,49-9011.00,49-9011,7412,Electrical mechanics and fitters,7412,Not Exposed,0.17
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",49-9012.00,49-9012.00,49-9012,7412,Electrical mechanics and fitters,7412,Not Exposed,0.17
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021.00,49-9021.00,49-9021,7127,Air conditioning and refrigeration mechanics,7127,Not Exposed,0.21
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021.00,49-9021.01,49-9021,7127,Air conditioning and refrigeration mechanics,7127,Not Exposed,0.21
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021.00,49-9021.02,49-9021,7127,Air conditioning and refrigeration mechanics,7127,Not Exposed,0.21
49-9031.00,Home Appliance Repairers,49-9031.00,49-9031.00,49-9031,7412,Electrical mechanics and fitters,7412,Not Exposed,0.17
49-9041.00,Industrial Machinery Mechanics,49-9041.00,49-9041.00,49-9041,7233,Agricultural and industrial machinery mechanics and repairers,7233,Not Exposed,0.17
49-9043.00,"Maintenance Workers, Machinery",49-9043.00,49-9043.00,49-9043,7233,Agricultural and industrial machinery mechanics and repairers,7233,Not Exposed,0.17
49-9044.00,Millwrights,49-9044.00,49-9044.00,49-9044,7233,Agricultural and industrial machinery mechanics and repairers,7233,Not Exposed,0.17
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",49-9045.00,49-9045.00,49-9045,7112,Bricklayers and related workers,7112,Not Exposed,0.09
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",49-9045.00,49-9045.00,49-9045,7233,Agricultural and industrial machinery mechanics and repairers,7233,Not Exposed,0.17
49-9051.00,Electrical Power-Line Installers and Repairers,49-9051.00,49-9051.00,49-9051,7413,Electrical line installers and repairers,7413,Not Exposed,0.15
49-9052.00,Telecommunications Line Installers and Repairers,49-9052.00,49-9052.00,49-9052,7422,Information and communications technology installers and servicers,7422,Not Exposed,0.24
49-9061.00,Camera and Photographic Equipment Repairers,49-9061.00,49-9061.00,49-9061,7311,Precision-instrument makers and repairers,7311,Not Exposed,0.21
49-9062.00,Medical Equipment Repairers,49-9062.00,49-9062.00,49-9062,7311,Precision-instrument makers and repairers,7311,Not Exposed,0.21
49-9063.00,Musical Instrument Repairers and Tuners,49-9063.00,49-9063.00,49-9063,7312,Musical instrument makers and tuners,7312,Not Exposed,0.14
49-9064.00,Watch and Clock Repairers,49-9064.00,49-9064.00,49-9064,7311,Precision-instrument makers and repairers,7311,Not Exposed,0.21
49-9069.00,"Precision Instrument and Equipment Repairers, All Other",49-9069.00,49-9069.00,49-9069,7311,Precision-instrument makers and repairers,7311,Not Exposed,0.21
49-9071.00,"Maintenance and Repair Workers, General",49-9071.00,49-9071.00,49-9071,9622,Odd job persons,9622,Not Exposed,0.11
49-9081.00,Wind Turbine Service Technicians,49-9081.00,49-9081.00,49-9081,7233,Agricultural and industrial machinery mechanics and repairers,7233,Not Exposed,0.17
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",49-9091.00,49-9091.00,49-9091,9623,Meter readers and vending-machine collectors,9623,Gradient 1,0.38
49-9092.00,Commercial Divers,49-9092.00,49-9092.00,49-9092,7541,Underwater divers,7541,Not Exposed,0.16
49-9094.00,Locksmiths and Safe Repairers,49-9094.00,49-9094.00,49-9094,7222,Toolmakers and related workers,7222,Not Exposed,0.2
49-9095.00,Manufactured Building and Mobile Home Installers,49-9095.00,49-9095.00,49-9095,7119,Building frame and related trades workers not elsewhere classified,7119,Not Exposed,0.09
49-9096.00,Riggers,49-9096.00,49-9096.00,49-9096,7215,Riggers and cable splicers,7215,Not Exposed,0.13
49-9097.00,Signal and Track Switch Repairers,49-9097.00,49-9097.00,49-9097,7412,Electrical mechanics and fitters,7412,Not Exposed,0.17
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",49-9098.00,49-9098.00,49-9098,9622,Odd job persons,9622,Not Exposed,0.11
49-9099.00,"Installation, Maintenance, and Repair Workers, All Other",49-9099.00,49-9093.00,49-9093,7533,"Sewing, embroidery and related workers",7533,Not Exposed,0.12
49-9099.00,"Installation, Maintenance, and Repair Workers, All Other",49-9099.00,49-9099.00,49-9099,9622,Odd job persons,9622,Not Exposed,0.11
49-9099.01,Geothermal Technicians,49-9099.01,49-9099.01,49-9099,9622,Odd job persons,9622,Not Exposed,0.11
51-1011.00,First-Line Supervisors of Production and Operating Workers,51-1011.00,51-1011.00,51-1011,3122,Manufacturing supervisors,3122,Minimal Exposure,0.35
51-1011.00,First-Line Supervisors of Production and Operating Workers,51-1011.00,51-1011.00,51-1011,3131,Power production plant operators,3131,Not Exposed,0.28
51-1011.00,First-Line Supervisors of Production and Operating Workers,51-1011.00,51-1011.00,51-1011,3132,Incinerator and water treatment plant operators,3132,Not Exposed,0.27
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",51-2011.00,51-2011.00,51-2011,8211,Mechanical machinery assemblers,8211,Minimal Exposure,0.27
51-2021.00,"Coil Winders, Tapers, and Finishers",51-2021.00,51-2021.00,51-2021,8212,Electrical and electronic equipment assemblers,8212,Minimal Exposure,0.28
51-2022.00,Electrical and Electronic Equipment Assemblers,51-2022.00,51-2022.00,51-2022,8212,Electrical and electronic equipment assemblers,8212,Minimal Exposure,0.28
51-2023.00,Electromechanical Equipment Assemblers,51-2023.00,51-2023.00,51-2023,8212,Electrical and electronic equipment assemblers,8212,Minimal Exposure,0.28
51-2031.00,Engine and Other Machine Assemblers,51-2031.00,51-2031.00,51-2031,8211,Mechanical machinery assemblers,8211,Minimal Exposure,0.27
51-2041.00,Structural Metal Fabricators and Fitters,51-2041.00,51-2041.00,51-2041,7214,Structural-metal preparers and erectors,7214,Not Exposed,0.11
51-2051.00,Fiberglass Laminators and Fabricators,51-2051.00,51-2091.00,51-2091,8142,Plastic products machine operators,8142,Not Exposed,0.17
51-2061.00,Timing Device Assemblers and Adjusters,51-2061.00,51-2093.00,51-2093,8212,Electrical and electronic equipment assemblers,8212,Minimal Exposure,0.28
51-2092.00,Team Assemblers,51-2092.00,51-2092.00,51-2092,8219,Assemblers not elsewhere classified,8219,Minimal Exposure,0.32
51-2099.00,"Assemblers and Fabricators, All Other",51-2099.00,51-2099.00,51-2099,8219,Assemblers not elsewhere classified,8219,Minimal Exposure,0.32
51-3011.00,Bakers,51-3011.00,51-3011.00,51-3011,7512,"Bakers, pastry-cooks and confectionery makers",7512,Not Exposed,0.17
51-3021.00,Butchers and Meat Cutters,51-3021.00,51-3021.00,51-3021,7511,"Butchers, fishmongers and related food preparers",7511,Not Exposed,0.13
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",51-3022.00,51-3022.00,51-3022,7511,"Butchers, fishmongers and related food preparers",7511,Not Exposed,0.13
51-3023.00,Slaughterers and Meat Packers,51-3023.00,51-3023.00,51-3023,7511,"Butchers, fishmongers and related food preparers",7511,Not Exposed,0.13
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",51-3091.00,51-3091.00,51-3091,8160,Food and related products machine operators,8160,Not Exposed,0.15
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",51-3091.00,51-3091.00,51-3091,7511,"Butchers, fishmongers and related food preparers",7511,Not Exposed,0.13
51-3092.00,Food Batchmakers,51-3092.00,51-3092.00,51-3092,8160,Food and related products machine operators,8160,Not Exposed,0.15
51-3092.00,Food Batchmakers,51-3092.00,51-3092.00,51-3092,7513,Dairy-products makers,7513,Not Exposed,0.22
51-3093.00,Food Cooking Machine Operators and Tenders,51-3093.00,51-3093.00,51-3093,7514,"Fruit, vegetable and related preservers",7514,Not Exposed,0.15
51-3093.00,Food Cooking Machine Operators and Tenders,51-3093.00,51-3093.00,51-3093,8160,Food and related products machine operators,8160,Not Exposed,0.15
51-3099.00,"Food Processing Workers, All Other",51-3099.00,51-3099.00,51-3099,7514,"Fruit, vegetable and related preservers",7514,Not Exposed,0.15
51-3099.00,"Food Processing Workers, All Other",51-3099.00,51-3099.00,51-3099,8160,Food and related products machine operators,8160,Not Exposed,0.15
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021.00,51-4021.00,51-4021,7223,Metal working machine tool setters and operators,7223,Not Exposed,0.18
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021.00,51-4021.00,51-4021,8121,Metal processing plant operators,8121,Not Exposed,0.26
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021.00,51-4021.00,51-4021,8142,Plastic products machine operators,8142,Not Exposed,0.17
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022.00,51-4022.00,51-4022,7223,Metal working machine tool setters and operators,7223,Not Exposed,0.18
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022.00,51-4022.00,51-4022,8142,Plastic products machine operators,8142,Not Exposed,0.17
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022.00,51-4022.00,51-4022,7221,"Blacksmiths, hammersmiths and forging press workers",7221,Not Exposed,0.17
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023.00,51-4023.00,51-4023,7223,Metal working machine tool setters and operators,7223,Not Exposed,0.18
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023.00,51-4023.00,51-4023,8121,Metal processing plant operators,8121,Not Exposed,0.26
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023.00,51-4023.00,51-4023,8142,Plastic products machine operators,8142,Not Exposed,0.17
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031.00,51-4031.00,51-4031,7223,Metal working machine tool setters and operators,7223,Not Exposed,0.18
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031.00,51-4031.00,51-4031,8142,Plastic products machine operators,8142,Not Exposed,0.17
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4032.00,51-4032.00,51-4032,7223,Metal working machine tool setters and operators,7223,Not Exposed,0.18
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4032.00,51-4032.00,51-4032,8142,Plastic products machine operators,8142,Not Exposed,0.17
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4033.00,51-4033.00,51-4033,7223,Metal working machine tool setters and operators,7223,Not Exposed,0.18
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4033.00,51-4033.00,51-4033,8142,Plastic products machine operators,8142,Not Exposed,0.17
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034.00,51-4034.00,51-4034,7223,Metal working machine tool setters and operators,7223,Not Exposed,0.18
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034.00,51-4034.00,51-4034,8142,Plastic products machine operators,8142,Not Exposed,0.17
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4035.00,51-4035.00,51-4035,7223,Metal working machine tool setters and operators,7223,Not Exposed,0.18
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4035.00,51-4035.00,51-4035,8142,Plastic products machine operators,8142,Not Exposed,0.17
51-4041.00,Machinists,51-4041.00,51-4041.00,51-4041,7223,Metal working machine tool setters and operators,7223,Not Exposed,0.18
51-4051.00,Metal-Refining Furnace Operators and Tenders,51-4051.00,51-4051.00,51-4051,3135,Metal production process controllers,3135,Minimal Exposure,0.31
51-4051.00,Metal-Refining Furnace Operators and Tenders,51-4051.00,51-4051.00,51-4051,8121,Metal processing plant operators,8121,Not Exposed,0.26
51-4052.00,"Pourers and Casters, Metal",51-4052.00,51-4052.00,51-4052,8121,Metal processing plant operators,8121,Not Exposed,0.26
51-4061.00,"Model Makers, Metal and Plastic",51-4061.00,51-4061.00,51-4061,7222,Toolmakers and related workers,7222,Not Exposed,0.2
51-4062.00,"Patternmakers, Metal and Plastic",51-4062.00,51-4062.00,51-4062,7222,Toolmakers and related workers,7222,Not Exposed,0.2
51-4071.00,Foundry Mold and Coremakers,51-4071.00,51-4071.00,51-4071,7211,Metal moulders and coremakers,7211,Not Exposed,0.13
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4072.00,51-4072.00,51-4072,7211,Metal moulders and coremakers,7211,Not Exposed,0.13
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4072.00,51-4072.00,51-4072,8142,Plastic products machine operators,8142,Not Exposed,0.17
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4081.00,51-4081.00,51-4081,7223,Metal working machine tool setters and operators,7223,Not Exposed,0.18
51-4111.00,Tool and Die Makers,51-4111.00,51-4111.00,51-4111,7222,Toolmakers and related workers,7222,Not Exposed,0.2
51-4121.00,"Welders, Cutters, Solderers, and Brazers",51-4121.00,51-4121.00,51-4121,7212,Welders and flamecutters,7212,Not Exposed,0.13
51-4121.00,"Welders, Cutters, Solderers, and Brazers",51-4121.00,51-4121.06,51-4121,7212,Welders and flamecutters,7212,Not Exposed,0.13
51-4121.00,"Welders, Cutters, Solderers, and Brazers",51-4121.00,51-4121.07,51-4121,7212,Welders and flamecutters,7212,Not Exposed,0.13
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-4122.00,51-4122.00,51-4122,7212,Welders and flamecutters,7212,Not Exposed,0.13
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4191.00,51-4191.00,51-4191,8121,Metal processing plant operators,8121,Not Exposed,0.26
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4191.00,51-4191.00,51-4191,8142,Plastic products machine operators,8142,Not Exposed,0.17
51-4192.00,"Layout Workers, Metal and Plastic",51-4192.00,51-4192.00,51-4192,7213,Sheet-metal workers,7213,Not Exposed,0.21
51-4192.00,"Layout Workers, Metal and Plastic",51-4192.00,51-4192.00,51-4192,7222,Toolmakers and related workers,7222,Not Exposed,0.2
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4193.00,51-4193.00,51-4193,8122,"Metal finishing, plating and coating machine operators",8122,Not Exposed,0.2
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4193.00,51-4193.00,51-4193,8142,Plastic products machine operators,8142,Not Exposed,0.17
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-4194.00,51-4194.00,51-4194,7224,"Metal polishers, wheel grinders and tool sharpeners",7224,Not Exposed,0.17
51-4199.00,"Metal Workers and Plastic Workers, All Other",51-4199.00,51-4199.00,51-4199,7223,Metal working machine tool setters and operators,7223,Not Exposed,0.18
