O*NET-SOC Code,Occupation,soc2019_code,soc2010_code,soc2010_6,isco08_code,isco08_title
51-2023.00,Electromechanical Equipment Assemblers,51-2023.00,51-2023.00,51-2023,8212.0,Electrical and electronic equipment assemblers
51-2031.00,Engine and Other Machine Assemblers,51-2031.00,51-2031.00,51-2031,8211.0,Mechanical machinery assemblers
51-2041.00,Structural Metal Fabricators and Fitters,51-2041.00,51-2041.00,51-2041,7214.0,Structural-metal preparers and erectors
51-2051.00,Fiberglass Laminators and Fabricators,51-2051.00,51-2091.00,51-2091,8142.0,Plastic products machine operators
51-2061.00,Timing Device Assemblers and Adjusters,51-2061.00,51-2093.00,51-2093,8212.0,Electrical and electronic equipment assemblers
51-2092.00,Team Assemblers,51-2092.00,51-2092.00,51-2092,8219.0,Assemblers not elsewhere classified
51-2099.00,"Assemblers and Fabricators, All Other",51-2099.00,51-2099.00,51-2099,8219.0,Assemblers not elsewhere classified
51-3011.00,Bakers,51-3011.00,51-3011.00,51-3011,7512.0,"Bakers, pastry-cooks and confectionery makers"
51-3021.00,Butchers and Meat Cutters,51-3021.00,51-3021.00,51-3021,7511.0,"Butchers, fishmongers and related food preparers"
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",51-3022.00,51-3022.00,51-3022,7511.0,"Butchers, fishmongers and related food preparers"
51-3023.00,Slaughterers and Meat Packers,51-3023.00,51-3023.00,51-3023,7511.0,"Butchers, fishmongers and related food preparers"
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",51-3091.00,51-3091.00,51-3091,8160.0,Food and related products machine operators
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",51-3091.00,51-3091.00,51-3091,7511.0,"Butchers, fishmongers and related food preparers"
51-3092.00,Food Batchmakers,51-3092.00,51-3092.00,51-3092,8160.0,Food and related products machine operators
51-3092.00,Food Batchmakers,51-3092.00,51-3092.00,51-3092,7513.0,Dairy-products makers
51-3093.00,Food Cooking Machine Operators and Tenders,51-3093.00,51-3093.00,51-3093,7514.0,"Fruit, vegetable and related preservers"
51-3093.00,Food Cooking Machine Operators and Tenders,51-3093.00,51-3093.00,51-3093,8160.0,Food and related products machine operators
51-3099.00,"Food Processing Workers, All Other",51-3099.00,51-3099.00,51-3099,7514.0,"Fruit, vegetable and related preservers"
51-3099.00,"Food Processing Workers, All Other",51-3099.00,51-3099.00,51-3099,8160.0,Food and related products machine operators
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021.00,51-4021.00,51-4021,7223.0,Metal working machine tool setters and operators
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021.00,51-4021.00,51-4021,8121.0,Metal processing plant operators
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021.00,51-4021.00,51-4021,8142.0,Plastic products machine operators
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022.00,51-4022.00,51-4022,7223.0,Metal working machine tool setters and operators
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022.00,51-4022.00,51-4022,8142.0,Plastic products machine operators
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022.00,51-4022.00,51-4022,7221.0,"Blacksmiths, hammersmiths and forging press workers"
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023.00,51-4023.00,51-4023,7223.0,Metal working machine tool setters and operators
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023.00,51-4023.00,51-4023,8121.0,Metal processing plant operators
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023.00,51-4023.00,51-4023,8142.0,Plastic products machine operators
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031.00,51-4031.00,51-4031,7223.0,Metal working machine tool setters and operators
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031.00,51-4031.00,51-4031,8142.0,Plastic products machine operators
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4032.00,51-4032.00,51-4032,7223.0,Metal working machine tool setters and operators
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4032.00,51-4032.00,51-4032,8142.0,Plastic products machine operators
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4033.00,51-4033.00,51-4033,7223.0,Metal working machine tool setters and operators
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4033.00,51-4033.00,51-4033,8142.0,Plastic products machine operators
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034.00,51-4034.00,51-4034,7223.0,Metal working machine tool setters and operators
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034.00,51-4034.00,51-4034,8142.0,Plastic products machine operators
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4035.00,51-4035.00,51-4035,7223.0,Metal working machine tool setters and operators
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4035.00,51-4035.00,51-4035,8142.0,Plastic products machine operators
51-4041.00,Machinists,51-4041.00,51-4041.00,51-4041,7223.0,Metal working machine tool setters and operators
51-4051.00,Metal-Refining Furnace Operators and Tenders,51-4051.00,51-4051.00,51-4051,3135.0,Metal production process controllers
51-4051.00,Metal-Refining Furnace Operators and Tenders,51-4051.00,51-4051.00,51-4051,8121.0,Metal processing plant operators
51-4052.00,"Pourers and Casters, Metal",51-4052.00,51-4052.00,51-4052,8121.0,Metal processing plant operators
51-4061.00,"Model Makers, Metal and Plastic",51-4061.00,51-4061.00,51-4061,7222.0,Toolmakers and related workers
51-4062.00,"Patternmakers, Metal and Plastic",51-4062.00,51-4062.00,51-4062,7222.0,Toolmakers and related workers
51-4071.00,Foundry Mold and Coremakers,51-4071.00,51-4071.00,51-4071,7211.0,Metal moulders and coremakers
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4072.00,51-4072.00,51-4072,7211.0,Metal moulders and coremakers
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4072.00,51-4072.00,51-4072,8142.0,Plastic products machine operators
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4081.00,51-4081.00,51-4081,7223.0,Metal working machine tool setters and operators
51-4111.00,Tool and Die Makers,51-4111.00,51-4111.00,51-4111,7222.0,Toolmakers and related workers
51-4121.00,"Welders, Cutters, Solderers, and Brazers",51-4121.00,51-4121.00,51-4121,7212.0,Welders and flamecutters
51-4121.00,"Welders, Cutters, Solderers, and Brazers",51-4121.00,51-4121.06,51-4121,7212.0,Welders and flamecutters
51-4121.00,"Welders, Cutters, Solderers, and Brazers",51-4121.00,51-4121.07,51-4121,7212.0,Welders and flamecutters
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-4122.00,51-4122.00,51-4122,7212.0,Welders and flamecutters
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4191.00,51-4191.00,51-4191,8121.0,Metal processing plant operators
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4191.00,51-4191.00,51-4191,8142.0,Plastic products machine operators
51-4192.00,"Layout Workers, Metal and Plastic",51-4192.00,51-4192.00,51-4192,7213.0,Sheet-metal workers
51-4192.00,"Layout Workers, Metal and Plastic",51-4192.00,51-4192.00,51-4192,7222.0,Toolmakers and related workers
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4193.00,51-4193.00,51-4193,8122.0,"Metal finishing, plating and coating machine operators"
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4193.00,51-4193.00,51-4193,8142.0,Plastic products machine operators
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-4194.00,51-4194.00,51-4194,7224.0,"Metal polishers, wheel grinders and tool sharpeners"
51-4199.00,"Metal Workers and Plastic Workers, All Other",51-4199.00,51-4199.00,51-4199,7223.0,Metal working machine tool setters and operators
51-4199.00,"Metal Workers and Plastic Workers, All Other",51-4199.00,51-4199.00,51-4199,7221.0,"Blacksmiths, hammersmiths and forging press workers"
51-4199.00,"Metal Workers and Plastic Workers, All Other",51-4199.00,51-4199.00,51-4199,8142.0,Plastic products machine operators
51-5111.00,Prepress Technicians and Workers,51-5111.00,51-5111.00,51-5111,7321.0,Pre-press technicians
51-5112.00,Printing Press Operators,51-5112.00,51-5112.00,51-5112,7322.0,Printers
51-5113.00,Print Binding and Finishing Workers,51-5113.00,51-5113.00,51-5113,7323.0,Print finishing and binding workers
51-6011.00,Laundry and Dry-Cleaning Workers,51-6011.00,51-6011.00,51-6011,8157.0,Laundry machine operators
51-6021.00,"Pressers, Textile, Garment, and Related Materials",51-6021.00,51-6021.00,51-6021,9121.0,Hand launderers and pressers
51-6031.00,Sewing Machine Operators,51-6031.00,51-6031.00,51-6031,8153.0,Sewing machine operators
51-6041.00,Shoe and Leather Workers and Repairers,51-6041.00,51-6041.00,51-6041,7318.0,"Handicraft workers in textile, leather and related materials"
51-6041.00,Shoe and Leather Workers and Repairers,51-6041.00,51-6041.00,51-6041,7533.0,"Sewing, embroidery and related workers"
51-6041.00,Shoe and Leather Workers and Repairers,51-6041.00,51-6041.00,51-6041,7536.0,Shoemakers and related workers
51-6042.00,Shoe Machine Operators and Tenders,51-6042.00,51-6042.00,51-6042,8156.0,Shoemaking and related machine operators
51-6051.00,"Sewers, Hand",51-6051.00,51-6051.00,51-6051,7533.0,"Sewing, embroidery and related workers"
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",51-6052.00,51-6052.00,51-6052,7531.0,"Tailors, dressmakers, furriers and hatters"
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-6061.00,51-6061.00,51-6061,8154.0,"Bleaching, dyeing and fabric cleaning machine operators"
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-6062.00,51-6062.00,51-6062,7532.0,Garment and related pattern-makers and cutters
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6063.00,51-6063.00,51-6063,8152.0,Weaving and knitting machine operators
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-6064.00,51-6064.00,51-6064,8151.0,"Fibre preparing, spinning and winding machine operators"
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-6091.00,51-6091.00,51-6091,8181.0,Glass and ceramics plant operators
51-6092.00,Fabric and Apparel Patternmakers,51-6092.00,51-6092.00,51-6092,7532.0,Garment and related pattern-makers and cutters
51-6093.00,Upholsterers,51-6093.00,51-6093.00,51-6093,7534.0,Upholsterers and related workers
51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other",51-6099.00,51-6099.00,51-6099,7535.0,"Pelt dressers, tanners and fellmongers"
51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other",51-6099.00,51-6099.00,51-6099,8155.0,Fur and leather preparing machine operators
51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other",51-6099.00,51-6099.00,51-6099,8159.0,"Textile, fur and leather products machine operators not elsewhere classified"
51-7011.00,Cabinetmakers and Bench Carpenters,51-7011.00,51-7011.00,51-7011,7522.0,Cabinet-makers and related workers
51-7021.00,Furniture Finishers,51-7021.00,51-7021.00,51-7021,7522.0,Cabinet-makers and related workers
51-7031.00,"Model Makers, Wood",51-7031.00,51-7031.00,51-7031,7522.0,Cabinet-makers and related workers
51-7032.00,"Patternmakers, Wood",51-7032.00,51-7032.00,51-7032,7522.0,Cabinet-makers and related workers
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-7041.00,51-7041.00,51-7041,8172.0,Wood processing plant operators
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-7042.00,51-7042.00,51-7042,7523.0,Woodworking-machine tool setters and operators
51-7099.00,"Woodworkers, All Other",51-7099.00,51-7099.00,51-7099,7317.0,"Handicraft workers in wood, basketry and related materials"
51-8011.00,Nuclear Power Reactor Operators,51-8011.00,51-8011.00,51-8011,3131.0,Power production plant operators
51-8012.00,Power Distributors and Dispatchers,51-8012.00,51-8012.00,51-8012,3131.0,Power production plant operators
51-8013.00,Power Plant Operators,51-8013.00,51-8013.00,51-8013,3131.0,Power production plant operators
51-8013.00,Power Plant Operators,51-8013.00,51-8099.02,51-8099,3132.0,Incinerator and water treatment plant operators
51-8013.00,Power Plant Operators,51-8013.00,51-8099.02,51-8099,8114.0,"Cement, stone and other mineral products machine operators"
51-8013.03,Biomass Plant Technicians,51-8013.03,51-8099.03,51-8099,3132.0,Incinerator and water treatment plant operators
51-8013.03,Biomass Plant Technicians,51-8013.03,51-8099.03,51-8099,8114.0,"Cement, stone and other mineral products machine operators"
51-8013.04,Hydroelectric Plant Technicians,51-8013.04,51-8099.04,51-8099,3132.0,Incinerator and water treatment plant operators
51-8013.04,Hydroelectric Plant Technicians,51-8013.04,51-8099.04,51-8099,8114.0,"Cement, stone and other mineral products machine operators"
51-8021.00,Stationary Engineers and Boiler Operators,51-8021.00,51-8021.00,51-8021,8182.0,Steam engine and boiler operators
51-8031.00,Water and Wastewater Treatment Plant and System Operators,51-8031.00,51-8031.00,51-8031,3132.0,Incinerator and water treatment plant operators
51-8091.00,Chemical Plant and System Operators,51-8091.00,51-8091.00,51-8091,3133.0,Chemical processing plant controllers
51-8092.00,Gas Plant Operators,51-8092.00,51-8092.00,51-8092,3134.0,Petroleum and natural gas refining plant operators
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-8093.00,51-8093.00,51-8093,3134.0,Petroleum and natural gas refining plant operators
51-8099.00,"Plant and System Operators, All Other",51-8099.00,51-8099.00,51-8099,3132.0,Incinerator and water treatment plant operators
51-8099.00,"Plant and System Operators, All Other",51-8099.00,51-8099.00,51-8099,8114.0,"Cement, stone and other mineral products machine operators"
51-8099.01,Biofuels Processing Technicians,51-8099.01,51-8099.01,51-8099,3132.0,Incinerator and water treatment plant operators
51-8099.01,Biofuels Processing Technicians,51-8099.01,51-8099.01,51-8099,8114.0,"Cement, stone and other mineral products machine operators"
51-9011.00,Chemical Equipment Operators and Tenders,51-9011.00,51-9011.00,51-9011,8131.0,Chemical products plant and machine operators
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-9012.00,51-9012.00,51-9012,7513.0,Dairy-products makers
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-9012.00,51-9012.00,51-9012,8131.0,Chemical products plant and machine operators
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021.00,51-9021.00,51-9021,8112.0,Mineral and stone processing plant operators
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021.00,51-9021.00,51-9021,8114.0,"Cement, stone and other mineral products machine operators"
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021.00,51-9021.00,51-9021,8141.0,Rubber products machine operators
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021.00,51-9021.00,51-9021,8181.0,Glass and ceramics plant operators
51-9022.00,"Grinding and Polishing Workers, Hand",51-9022.00,51-9022.00,51-9022,7224.0,"Metal polishers, wheel grinders and tool sharpeners"
51-9022.00,"Grinding and Polishing Workers, Hand",51-9022.00,51-9022.00,51-9022,7315.0,"Glass makers, cutters, grinders and finishers"
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9023.00,51-9023.00,51-9023,8114.0,"Cement, stone and other mineral products machine operators"
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9023.00,51-9023.00,51-9023,8181.0,Glass and ceramics plant operators
51-9031.00,"Cutters and Trimmers, Hand",51-9031.00,51-9031.00,51-9031,7315.0,"Glass makers, cutters, grinders and finishers"
51-9031.00,"Cutters and Trimmers, Hand",51-9031.00,51-9031.00,51-9031,7532.0,Garment and related pattern-makers and cutters
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-9032.00,51-9032.00,51-9032,8114.0,"Cement, stone and other mineral products machine operators"
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041.00,51-9041.00,51-9041,8141.0,Rubber products machine operators
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041.00,51-9041.00,51-9041,8160.0,Food and related products machine operators
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041.00,51-9041.00,51-9041,8181.0,Glass and ceramics plant operators
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041.00,51-9041.00,51-9041,7516.0,Tobacco preparers and tobacco products makers
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051.00,51-9051.00,51-9051,8141.0,Rubber products machine operators
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051.00,51-9051.00,51-9051,7521.0,Wood treaters
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051.00,51-9051.00,51-9051,8181.0,Glass and ceramics plant operators
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,51-9061.00,51-9061,7543.0,Product graders and testers (excluding foods and beverages)
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9071.00,51-9071.00,51-9071,7313.0,Jewellery and precious-metal workers
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9071.00,51-9071.01,51-9071,7313.0,Jewellery and precious-metal workers
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9071.00,51-9071.07,51-9071,7313.0,Jewellery and precious-metal workers
51-9071.06,Gem and Diamond Workers,51-9071.06,51-9071.06,51-9071,7313.0,Jewellery and precious-metal workers
51-9081.00,Dental Laboratory Technicians,51-9081.00,51-9081.00,51-9081,3214.0,Medical and dental prosthetic technicians
51-9082.00,Medical Appliance Technicians,51-9082.00,51-9082.00,51-9082,3214.0,Medical and dental prosthetic technicians
51-9083.00,Ophthalmic Laboratory Technicians,51-9083.00,51-9083.00,51-9083,7549.0,Craft and related workers not elsewhere classified
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9111.00,51-9111.00,51-9111,8183.0,"Packing, bottling and labelling machine operators"
51-9123.00,"Painting, Coating, and Decorating Workers",51-9123.00,51-9123.00,51-9123,7316.0,"Sign writers, decorative painters, engravers and etchers"
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9124.00,51-9121.00,51-9121,8122.0,"Metal finishing, plating and coating machine operators"
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9124.00,51-9121.00,51-9121,7132.0,Spray painters and varnishers
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9124.00,51-9122.00,51-9122,7132.0,Spray painters and varnishers
51-9141.00,Semiconductor Processing Technicians,51-9141.00,51-9141.00,51-9141,8189.0,Stationary plant and machine operators not elsewhere classified
51-9151.00,Photographic Process Workers and Processing Machine Operators,51-9151.00,51-9151.00,51-9151,8132.0,Photographic products machine operators
51-9161.00,Computer Numerically Controlled Tool Operators,51-9161.00,51-4011.00,51-4011,7223.0,Metal working machine tool setters and operators
51-9161.00,Computer Numerically Controlled Tool Operators,51-9161.00,51-9199.00,51-9199,9329.0,Manufacturing labourers not elsewhere classified
51-9162.00,Computer Numerically Controlled Tool Programmers,51-9162.00,51-4012.00,51-4012,3139.0,Process control technicians not elsewhere classified
51-9162.00,Computer Numerically Controlled Tool Programmers,51-9162.00,51-4012.00,51-4012,7222.0,Toolmakers and related workers
51-9162.00,Computer Numerically Controlled Tool Programmers,51-9162.00,51-9199.00,51-9199,9329.0,Manufacturing labourers not elsewhere classified
51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191.00,51-9191.00,51-9191,7521.0,Wood treaters
51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191.00,51-9191.00,51-9191,8143.0,Paper products machine operators
51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191.00,51-9191.00,51-9191,8189.0,Stationary plant and machine operators not elsewhere classified
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192.00,51-9192.00,51-9192,8171.0,Pulp and papermaking plant operators
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192.00,51-9192.00,51-9192,8112.0,Mineral and stone processing plant operators
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192.00,51-9192.00,51-9192,8122.0,"Metal finishing, plating and coating machine operators"
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,51-9193.00,51-9193.00,51-9193,8160.0,Food and related products machine operators
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,51-9193.00,51-9193.00,51-9193,8189.0,Stationary plant and machine operators not elsewhere classified
51-9194.00,Etchers and Engravers,51-9194.00,51-9194.00,51-9194,7316.0,"Sign writers, decorative painters, engravers and etchers"
51-9194.00,Etchers and Engravers,51-9194.00,51-9194.00,51-9194,8212.0,Electrical and electronic equipment assemblers
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,51-9195.00,51-9195,7314.0,Potters and related workers
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,51-9195.00,51-9195,7315.0,"Glass makers, cutters, grinders and finishers"
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,51-9195.00,51-9195,7516.0,Tobacco preparers and tobacco products makers
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,51-9195.00,51-9195,8181.0,Glass and ceramics plant operators
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,51-9195.00,51-9195,8131.0,Chemical products plant and machine operators
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,51-9195.00,51-9195,8141.0,Rubber products machine operators
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,51-9195.07,51-9195,7314.0,Potters and related workers
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,51-9195.07,51-9195,7315.0,"Glass makers, cutters, grinders and finishers"
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,51-9195.07,51-9195,7516.0,Tobacco preparers and tobacco products makers
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,51-9195.07,51-9195,8181.0,Glass and ceramics plant operators
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,51-9195.07,51-9195,8131.0,Chemical products plant and machine operators
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,51-9195.07,51-9195,8141.0,Rubber products machine operators
51-9195.03,"Stone Cutters and Carvers, Manufacturing",51-9195.03,51-9195.03,51-9195,7314.0,Potters and related workers
51-9195.03,"Stone Cutters and Carvers, Manufacturing",51-9195.03,51-9195.03,51-9195,7315.0,"Glass makers, cutters, grinders and finishers"
51-9195.03,"Stone Cutters and Carvers, Manufacturing",51-9195.03,51-9195.03,51-9195,7516.0,Tobacco preparers and tobacco products makers
51-9195.03,"Stone Cutters and Carvers, Manufacturing",51-9195.03,51-9195.03,51-9195,8181.0,Glass and ceramics plant operators
51-9195.03,"Stone Cutters and Carvers, Manufacturing",51-9195.03,51-9195.03,51-9195,8131.0,Chemical products plant and machine operators
51-9195.03,"Stone Cutters and Carvers, Manufacturing",51-9195.03,51-9195.03,51-9195,8141.0,Rubber products machine operators
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",51-9195.04,51-9195.04,51-9195,7314.0,Potters and related workers
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",51-9195.04,51-9195.04,51-9195,7315.0,"Glass makers, cutters, grinders and finishers"
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",51-9195.04,51-9195.04,51-9195,7516.0,Tobacco preparers and tobacco products makers
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",51-9195.04,51-9195.04,51-9195,8181.0,Glass and ceramics plant operators
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",51-9195.04,51-9195.04,51-9195,8131.0,Chemical products plant and machine operators
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",51-9195.04,51-9195.04,51-9195,8141.0,Rubber products machine operators
51-9195.05,"Potters, Manufacturing",51-9195.05,51-9195.05,51-9195,7314.0,Potters and related workers
51-9195.05,"Potters, Manufacturing",51-9195.05,51-9195.05,51-9195,7315.0,"Glass makers, cutters, grinders and finishers"
51-9195.05,"Potters, Manufacturing",51-9195.05,51-9195.05,51-9195,7516.0,Tobacco preparers and tobacco products makers
51-9195.05,"Potters, Manufacturing",51-9195.05,51-9195.05,51-9195,8181.0,Glass and ceramics plant operators
51-9195.05,"Potters, Manufacturing",51-9195.05,51-9195.05,51-9195,8131.0,Chemical products plant and machine operators
51-9195.05,"Potters, Manufacturing",51-9195.05,51-9195.05,51-9195,8141.0,Rubber products machine operators
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",51-9196.00,51-9196.00,51-9196,8171.0,Pulp and papermaking plant operators
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",51-9196.00,51-9196.00,51-9196,8143.0,Paper products machine operators
51-9197.00,Tire Builders,51-9197.00,51-9197.00,51-9197,8141.0,Rubber products machine operators
51-9198.00,Helpers--Production Workers,51-9198.00,51-9198.00,51-9198,9329.0,Manufacturing labourers not elsewhere classified
51-9199.00,"Production Workers, All Other",51-9199.00,51-9199.00,51-9199,9329.0,Manufacturing labourers not elsewhere classified
53-1041.00,Aircraft Cargo Handling Supervisors,53-1041.00,53-1011.00,53-1011,9333.0,Freight handlers
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-1042.00,53-1021.00,53-1021,9333.0,Freight handlers
53-1042.01,Recycling Coordinators,53-1042.01,53-1021.01,53-1021,9333.0,Freight handlers
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00,53-1031.00,53-1031,3151.0,Ships' engineers
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00,53-1031.00,53-1031,3152.0,Ships' deck officers and pilots
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00,53-1031.00,53-1031,3153.0,Aircraft pilots and related associate professionals
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00,53-1031.00,53-1031,3154.0,Air traffic controllers
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00,53-1031.00,53-1031,3257.0,Environmental and occupational health inspectors and associates
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00,53-1031.00,53-1031,5111.0,Travel attendants and travel stewards
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00,53-1031.00,53-1031,5112.0,Transport conductors
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00,53-1031.00,53-1031,5245.0,Service station attendants
