soc,skills_list,skill_text,cluster_id,canonical_skill
"Patternmakers, Wood"," ""Dimensional measurement""",dimensional measurement,2646,dimensional measurement
"Patternmakers, Wood"," ""Material selection""",material selection,19,equipment maintenance
"Patternmakers, Wood"," ""Wood cutting""",wood cutting,2716,wood cutting
"Patternmakers, Wood"," ""Pattern assembly""",pattern assembly,2619,pattern assembly
"Patternmakers, Wood"," ""Surface finishing""",surface finishing,1195,surface finishing
"Patternmakers, Wood"," ""Quality control""",quality control,19,equipment maintenance
"Patternmakers, Wood"," ""Pattern repair""",pattern repair,2717,pattern repair
"Patternmakers, Wood"," ""Equipment operation""",equipment operation,19,equipment maintenance
"Patternmakers, Wood"," ""Mathematical calculation""]",mathematical calculation,245,mathematical calculations
"Sawing Machine Setters, Operators, and Tenders, Wood","[""Machine Operation""",machine operation,19,equipment maintenance
"Sawing Machine Setters, Operators, and Tenders, Wood"," ""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
"Sawing Machine Setters, Operators, and Tenders, Wood"," ""Troubleshooting""",troubleshooting,423,troubleshooting
"Sawing Machine Setters, Operators, and Tenders, Wood"," ""Quality Control""",quality control,19,equipment maintenance
"Sawing Machine Setters, Operators, and Tenders, Wood"," ""Time Management""",time management,7,time management
"Sawing Machine Setters, Operators, and Tenders, Wood"," ""Critical Thinking""",critical thinking,60,critical thinking
"Sawing Machine Setters, Operators, and Tenders, Wood"," ""Problem Solving""",problem solving,5,problem solving
"Sawing Machine Setters, Operators, and Tenders, Wood"," ""Equipment Selection""",equipment selection,19,equipment maintenance
"Sawing Machine Setters, Operators, and Tenders, Wood"," ""Installation""",installation,615,installation
"Sawing Machine Setters, Operators, and Tenders, Wood"," ""Maintenance""",maintenance,19,equipment maintenance
"Sawing Machine Setters, Operators, and Tenders, Wood"," ""Monitoring""",monitoring,23,operations monitoring
"Sawing Machine Setters, Operators, and Tenders, Wood"," ""Judgment and Decision Making""]",judgment and decision making,90,judgment and decision making
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","[""Machine Operation""",machine operation,19,equipment maintenance
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"," ""Quality Control""",quality control,19,equipment maintenance
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"," ""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"," ""Troubleshooting""",troubleshooting,423,troubleshooting
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"," ""Problem Solving""",problem solving,5,problem solving
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"," ""Critical Thinking""",critical thinking,60,critical thinking
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"," ""Analytical Skills""",analytical skills,450,analytical skills
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"," ""Attention to Detail""",attention to detail,737,attention to detail
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"," ""Time Management""",time management,7,time management
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"," ""Equipment Setup""",equipment setup,19,equipment maintenance
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"," ""Material Handling""",material handling,59,material handling
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"," ""Safety Procedures""]",safety procedures,19,equipment maintenance
Nuclear Power Reactor Operators,"[""Complex Problem Solving""",complex problem solving,96,complex problem solving
Nuclear Power Reactor Operators," ""Critical Thinking""",critical thinking,60,critical thinking
Nuclear Power Reactor Operators," ""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
Nuclear Power Reactor Operators," ""Equipment Selection""",equipment selection,19,equipment maintenance
Nuclear Power Reactor Operators," ""Installation""",installation,615,installation
Nuclear Power Reactor Operators," ""Judgment and Decision Making""",judgment and decision making,90,judgment and decision making
Nuclear Power Reactor Operators," ""Learning Strategies""",learning strategies,292,learning strategies
Nuclear Power Reactor Operators," ""Mathematics""",mathematics,104,mathematics
Nuclear Power Reactor Operators," ""Monitoring""",monitoring,23,operations monitoring
Nuclear Power Reactor Operators," ""Operations Analysis""",operations analysis,19,equipment maintenance
Nuclear Power Reactor Operators," ""Operations Monitoring""",operations monitoring,23,operations monitoring
Nuclear Power Reactor Operators," ""Reading Comprehension""",reading comprehension,268,reading comprehension
Nuclear Power Reactor Operators," ""Science""",science,471,science
Nuclear Power Reactor Operators," ""Systems Analysis""]",systems analysis,58,systems analysis
Power Distributors and Dispatchers,"[""Power Distribution""",power distribution,2718,power distribution
Power Distributors and Dispatchers," ""Equipment Operation""",equipment operation,19,equipment maintenance
Power Distributors and Dispatchers," ""System Monitoring""",system monitoring,23,operations monitoring
Power Distributors and Dispatchers," ""Emergency Response""",emergency response,62,emergency response
Power Distributors and Dispatchers," ""Load Estimation""",load estimation,595,load assessment
Power Distributors and Dispatchers," ""Operational Data Management""",operational data management,2719,operational data management
Power Distributors and Dispatchers," ""Switching Order Preparation""",switching order preparation,2720,switching order preparation
Power Distributors and Dispatchers," ""Control Board Management""",control board management,2721,control board management
Power Distributors and Dispatchers," ""Energy Scheduling""",energy scheduling,2722,energy scheduling
Power Distributors and Dispatchers," ""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
Power Distributors and Dispatchers," ""Troubleshooting""",troubleshooting,423,troubleshooting
Power Distributors and Dispatchers," ""Systems Analysis""",systems analysis,58,systems analysis
Power Distributors and Dispatchers," ""Time Management""]",time management,7,time management
Power Plant Operators,"[""Power Generation""",power generation,2723,power generation
Power Plant Operators," ""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
Power Plant Operators," ""Operations Monitoring""",operations monitoring,23,operations monitoring
Power Plant Operators," ""Troubleshooting""",troubleshooting,423,troubleshooting
Power Plant Operators," ""Repairing""",repairing,19,equipment maintenance
Power Plant Operators," ""Quality Control Analysis""",quality control analysis,19,equipment maintenance
Power Plant Operators," ""Judgment and Decision Making""",judgment and decision making,90,judgment and decision making
Power Plant Operators," ""Systems Analysis""",systems analysis,58,systems analysis
Power Plant Operators," ""Time Management""",time management,7,time management
Power Plant Operators," ""Financial Management""",financial management,24,financial management
Power Plant Operators," ""Material Resource Management""",material resource management,59,material handling
Power Plant Operators," ""Personnel Management""",personnel management,25,personnel management
Power Plant Operators," ""Critical Thinking""",critical thinking,60,critical thinking
Power Plant Operators," ""Complex Problem Solving""]",complex problem solving,96,complex problem solving
Biomass Plant Technicians,"[""Biomass feedstock assessment""",biomass feedstock assessment,2724,biomass feedstock assessment
Biomass Plant Technicians," ""Equipment operation""",equipment operation,19,equipment maintenance
Biomass Plant Technicians," ""Equipment maintenance""",equipment maintenance,19,equipment maintenance
Biomass Plant Technicians," ""Troubleshooting""",troubleshooting,423,troubleshooting
Biomass Plant Technicians," ""Quality control analysis""",quality control analysis,19,equipment maintenance
Biomass Plant Technicians," ""Judgment and decision making""",judgment and decision making,90,judgment and decision making
Biomass Plant Technicians," ""Systems analysis""",systems analysis,58,systems analysis
Biomass Plant Technicians," ""Time management""",time management,7,time management
Biomass Plant Technicians," ""Operations monitoring""",operations monitoring,23,operations monitoring
Biomass Plant Technicians," ""Operation and control""",operation and control,967,operation and control
Biomass Plant Technicians," ""Equipment selection""",equipment selection,19,equipment maintenance
Biomass Plant Technicians," ""Installation and calibration""",installation and calibration,748,equipment calibration
Biomass Plant Technicians," ""Calibration and testing""",calibration and testing,748,equipment calibration
Biomass Plant Technicians," ""Maintenance and repair""]",maintenance and repair,19,equipment maintenance
Hydroelectric Plant Technicians,"[""Hydroelectric Power Generation""",hydroelectric power generation,105,hydroelectric plant operations
Hydroelectric Plant Technicians," ""Mechanical System Maintenance""",mechanical system maintenance,19,equipment maintenance
Hydroelectric Plant Technicians," ""Electrical System Maintenance""",electrical system maintenance,19,equipment maintenance
Hydroelectric Plant Technicians," ""Equipment Repair""",equipment repair,19,equipment maintenance
Hydroelectric Plant Technicians," ""Troubleshooting""",troubleshooting,423,troubleshooting
Hydroelectric Plant Technicians," ""Problem Solving""",problem solving,5,problem solving
Hydroelectric Plant Technicians," ""Critical Thinking""",critical thinking,60,critical thinking
Hydroelectric Plant Technicians," ""Equipment Operation""",equipment operation,19,equipment maintenance
Hydroelectric Plant Technicians," ""Control Systems""",control systems,589,control systems
Hydroelectric Plant Technicians," ""Water Management""",water management,163,water management
Hydroelectric Plant Technicians," ""Record Keeping""",record keeping,50,record keeping
Hydroelectric Plant Technicians," ""Communication""",communication,4,communication
Hydroelectric Plant Technicians," ""Teamwork""",teamwork,4,communication
Hydroelectric Plant Technicians," ""Time Management""",time management,7,time management
Hydroelectric Plant Technicians," ""Equipment Installation""]",equipment installation,19,equipment maintenance
Stationary Engineers and Boiler Operators,"[""Mechanical Systems Maintenance""",mechanical systems maintenance,19,equipment maintenance
Stationary Engineers and Boiler Operators," ""Equipment Operation""",equipment operation,19,equipment maintenance
Stationary Engineers and Boiler Operators," ""Boiler Operation""",boiler operation,2168,boiler operation
Stationary Engineers and Boiler Operators," ""Steam Generation""",steam generation,2725,steam generation
Stationary Engineers and Boiler Operators," ""Heat Supply""",heat supply,2726,heat supply
Stationary Engineers and Boiler Operators," ""Water Management""",water management,163,water management
Stationary Engineers and Boiler Operators," ""Fuel Management""",fuel management,2611,fuel management
Stationary Engineers and Boiler Operators," ""Chemical Management""",chemical management,1837,chemical handling
Stationary Engineers and Boiler Operators," ""Equipment Repair""",equipment repair,19,equipment maintenance
Stationary Engineers and Boiler Operators," ""Troubleshooting""",troubleshooting,423,troubleshooting
Stationary Engineers and Boiler Operators," ""Problem Analysis""",problem analysis,176,problem analysis
Stationary Engineers and Boiler Operators," ""Maintenance Scheduling""",maintenance scheduling,19,equipment maintenance
Stationary Engineers and Boiler Operators," ""Log Keeping""",log keeping,1373,log maintenance
Stationary Engineers and Boiler Operators," ""Safety Compliance""]",safety compliance,19,equipment maintenance
Water and Wastewater Treatment Plant and System Operators,"[""water treatment techniques""",water treatment techniques,163,water management
Water and Wastewater Treatment Plant and System Operators," ""wastewater management""",wastewater management,603,wastewater management
Water and Wastewater Treatment Plant and System Operators," ""chemical handling""",chemical handling,1837,chemical handling
Water and Wastewater Treatment Plant and System Operators," ""equipment maintenance""",equipment maintenance,19,equipment maintenance
Water and Wastewater Treatment Plant and System Operators," ""quality control analysis""",quality control analysis,19,equipment maintenance
Water and Wastewater Treatment Plant and System Operators," ""troubleshooting""",troubleshooting,423,troubleshooting
Water and Wastewater Treatment Plant and System Operators," ""repair techniques""",repair techniques,19,equipment maintenance
Water and Wastewater Treatment Plant and System Operators," ""system operation""",system operation,19,equipment maintenance
Water and Wastewater Treatment Plant and System Operators," ""process control""",process control,100,process control
Water and Wastewater Treatment Plant and System Operators," ""data recording""",data recording,752,data recording
Water and Wastewater Treatment Plant and System Operators," ""meter reading""",meter reading,2073,meter reading
Water and Wastewater Treatment Plant and System Operators," ""chemical analysis""]",chemical analysis,585,chemical analysis
Chemical Plant and System Operators,"[""Process Control""",process control,100,process control
Chemical Plant and System Operators," ""Equipment Operation""",equipment operation,19,equipment maintenance
Chemical Plant and System Operators," ""Quality Control""",quality control,19,equipment maintenance
Chemical Plant and System Operators," ""Data Recording""",data recording,752,data recording
Chemical Plant and System Operators," ""Chemical Analysis""",chemical analysis,585,chemical analysis
Chemical Plant and System Operators," ""Problem Solving""",problem solving,5,problem solving
Chemical Plant and System Operators," ""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
Chemical Plant and System Operators," ""Safety Procedures""",safety procedures,19,equipment maintenance
Chemical Plant and System Operators," ""Emergency Response""",emergency response,62,emergency response
Chemical Plant and System Operators," ""Collaboration""",collaboration,4,communication
Chemical Plant and System Operators," ""Communication""",communication,4,communication
Chemical Plant and System Operators," ""Time Management""",time management,7,time management
Chemical Plant and System Operators," ""Equipment Repair""]",equipment repair,19,equipment maintenance
Gas Plant Operators,"[""Process control""",process control,100,process control
Gas Plant Operators," ""Equipment operation""",equipment operation,19,equipment maintenance
Gas Plant Operators," ""Gas processing""",gas processing,2727,gas processing
Gas Plant Operators," ""Pressure regulation""",pressure regulation,2392,pressure control
Gas Plant Operators," ""Flow control""",flow control,2493,flow control
Gas Plant Operators," ""Temperature control""",temperature control,954,temperature control
Gas Plant Operators," ""Safety protocols""",safety protocols,19,equipment maintenance
Gas Plant Operators," ""Equipment maintenance""",equipment maintenance,19,equipment maintenance
Gas Plant Operators," ""Troubleshooting""",troubleshooting,423,troubleshooting
Gas Plant Operators," ""Quality control""",quality control,19,equipment maintenance
Gas Plant Operators," ""Operations analysis""",operations analysis,19,equipment maintenance
Gas Plant Operators," ""Monitoring systems""]",monitoring systems,23,operations monitoring
"Petroleum Pump System Operators, Refinery Operators, and Gaugers","[""Process Control""",process control,100,process control
"Petroleum Pump System Operators, Refinery Operators, and Gaugers"," ""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
"Petroleum Pump System Operators, Refinery Operators, and Gaugers"," ""Troubleshooting""",troubleshooting,423,troubleshooting
"Petroleum Pump System Operators, Refinery Operators, and Gaugers"," ""Quality Control""",quality control,19,equipment maintenance
"Petroleum Pump System Operators, Refinery Operators, and Gaugers"," ""Operations Analysis""",operations analysis,19,equipment maintenance
"Petroleum Pump System Operators, Refinery Operators, and Gaugers"," ""Complex Problem Solving""",complex problem solving,96,complex problem solving
"Petroleum Pump System Operators, Refinery Operators, and Gaugers"," ""Monitoring""",monitoring,23,operations monitoring
"Petroleum Pump System Operators, Refinery Operators, and Gaugers"," ""Critical Thinking""",critical thinking,60,critical thinking
"Petroleum Pump System Operators, Refinery Operators, and Gaugers"," ""Time Management""",time management,7,time management
"Petroleum Pump System Operators, Refinery Operators, and Gaugers"," ""Equipment Operation""",equipment operation,19,equipment maintenance
"Petroleum Pump System Operators, Refinery Operators, and Gaugers"," ""Safety Procedures""",safety procedures,19,equipment maintenance
"Petroleum Pump System Operators, Refinery Operators, and Gaugers"," ""Maintenance Planning""]",maintenance planning,19,equipment maintenance
Biofuels Processing Technicians,"[""Equipment Operation""",equipment operation,19,equipment maintenance
Biofuels Processing Technicians," ""Process Monitoring""",process monitoring,23,operations monitoring
Biofuels Processing Technicians," ""Quality Control""",quality control,19,equipment maintenance
Biofuels Processing Technicians," ""Maintenance Management""",maintenance management,19,equipment maintenance
Biofuels Processing Technicians," ""Troubleshooting Techniques""",troubleshooting techniques,423,troubleshooting
Biofuels Processing Technicians," ""Laboratory Analysis""",laboratory analysis,424,laboratory techniques
Biofuels Processing Technicians," ""Record Keeping""",record keeping,50,record keeping
Biofuels Processing Technicians," ""Chemical Processing""",chemical processing,1837,chemical handling
Biofuels Processing Technicians," ""Feedstock Management""",feedstock management,161,feedstock evaluation
Biofuels Processing Technicians," ""Biofuels Production""",biofuels production,98,biofuels research
Biofuels Processing Technicians," ""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
Biofuels Processing Technicians," ""Flow Meter Calibration""",flow meter calibration,2728,flow meter calibration
Biofuels Processing Technicians," ""Mechanical Repair""",mechanical repair,19,equipment maintenance
Biofuels Processing Technicians," ""Safety Protocols""]",safety protocols,19,equipment maintenance
Chemical Equipment Operators and Tenders,"[""Equipment Operation""",equipment operation,19,equipment maintenance
Chemical Equipment Operators and Tenders," ""Process Monitoring""",process monitoring,23,operations monitoring
Chemical Equipment Operators and Tenders," ""Quality Control""",quality control,19,equipment maintenance
Chemical Equipment Operators and Tenders," ""Safety Procedures""",safety procedures,19,equipment maintenance
Chemical Equipment Operators and Tenders," ""Chemical Analysis""",chemical analysis,585,chemical analysis
Chemical Equipment Operators and Tenders," ""Material Handling""",material handling,59,material handling
Chemical Equipment Operators and Tenders," ""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
Chemical Equipment Operators and Tenders," ""Troubleshooting""",troubleshooting,423,troubleshooting
Chemical Equipment Operators and Tenders," ""Problem Solving""",problem solving,5,problem solving
Chemical Equipment Operators and Tenders," ""Time Management""",time management,7,time management
Chemical Equipment Operators and Tenders," ""Inventory Management""",inventory management,41,inventory management
Chemical Equipment Operators and Tenders," ""Laboratory Techniques""]",laboratory techniques,424,laboratory techniques
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","[""Material processing""",material processing,2594,material processing
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"," ""Equipment operation""",equipment operation,19,equipment maintenance
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"," ""Quality control""",quality control,19,equipment maintenance
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"," ""Laboratory analysis""",laboratory analysis,424,laboratory techniques
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"," ""Instrument monitoring""",instrument monitoring,23,operations monitoring
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"," ""Process optimization""",process optimization,586,process optimization
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"," ""Equipment maintenance""",equipment maintenance,19,equipment maintenance
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"," ""Troubleshooting""",troubleshooting,423,troubleshooting
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"," ""Safety protocols""",safety protocols,19,equipment maintenance
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"," ""Regulatory compliance""",regulatory compliance,19,equipment maintenance
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"," ""Sample examination""",sample examination,2729,sample examination
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"," ""Material handling""]",material handling,59,material handling
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","[""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"," ""Quality Control Analysis""",quality control analysis,19,equipment maintenance
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"," ""Judgment and Decision Making""",judgment and decision making,90,judgment and decision making
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"," ""Time Management""",time management,7,time management
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"," ""Equipment Selection""",equipment selection,19,equipment maintenance
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"," ""Operations Analysis""",operations analysis,19,equipment maintenance
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"," ""Complex Problem Solving""",complex problem solving,96,complex problem solving
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"," ""Critical Thinking""",critical thinking,60,critical thinking
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"," ""Active Learning""",active learning,472,active learning
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"," ""Monitoring""",monitoring,23,operations monitoring
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"," ""Operations Monitoring""",operations monitoring,23,operations monitoring
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"," ""Operation and Control""",operation and control,967,operation and control
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"," ""Troubleshooting""]",troubleshooting,423,troubleshooting
"Grinding and Polishing Workers, Hand","[""Surface preparation techniques""",surface preparation techniques,2204,surface preparation
"Grinding and Polishing Workers, Hand"," ""Material selection""",material selection,19,equipment maintenance
"Grinding and Polishing Workers, Hand"," ""Equipment operation""",equipment operation,19,equipment maintenance
"Grinding and Polishing Workers, Hand"," ""Quality control""",quality control,19,equipment maintenance
"Grinding and Polishing Workers, Hand"," ""Dimensional measurement""",dimensional measurement,2646,dimensional measurement
"Grinding and Polishing Workers, Hand"," ""Blueprint reading""",blueprint reading,739,blueprint reading
"Grinding and Polishing Workers, Hand"," ""Layout planning""",layout planning,738,layout planning
"Grinding and Polishing Workers, Hand"," ""Abrasive tool selection""",abrasive tool selection,2644,abrasive tool selection
"Grinding and Polishing Workers, Hand"," ""Hand tool operation""",hand tool operation,1190,hand tool operation
"Grinding and Polishing Workers, Hand"," ""Power tool operation""",power tool operation,1191,power tool operation
"Grinding and Polishing Workers, Hand"," ""Surface finishing techniques""",surface finishing techniques,1195,surface finishing
"Grinding and Polishing Workers, Hand"," ""Defect identification""",defect identification,760,defect identification
"Grinding and Polishing Workers, Hand"," ""Repair techniques""",repair techniques,19,equipment maintenance
"Grinding and Polishing Workers, Hand"," ""Equipment maintenance""]",equipment maintenance,19,equipment maintenance
"Mixing and Blending Machine Setters, Operators, and Tenders","[""Material handling""",material handling,59,material handling
"Mixing and Blending Machine Setters, Operators, and Tenders"," ""Equipment operation""",equipment operation,19,equipment maintenance
"Mixing and Blending Machine Setters, Operators, and Tenders"," ""Quality control""",quality control,19,equipment maintenance
"Mixing and Blending Machine Setters, Operators, and Tenders"," ""Process monitoring""",process monitoring,23,operations monitoring
"Mixing and Blending Machine Setters, Operators, and Tenders"," ""Safety protocols""",safety protocols,19,equipment maintenance
"Mixing and Blending Machine Setters, Operators, and Tenders"," ""Cleaning procedures""",cleaning procedures,19,equipment maintenance
"Mixing and Blending Machine Setters, Operators, and Tenders"," ""Data recording""",data recording,752,data recording
"Mixing and Blending Machine Setters, Operators, and Tenders"," ""Sample collection""",sample collection,961,sample collection
"Mixing and Blending Machine Setters, Operators, and Tenders"," ""Ingredient measurement""",ingredient measurement,2579,ingredient measurement
"Mixing and Blending Machine Setters, Operators, and Tenders"," ""Mixing techniques""",mixing techniques,1859,chemical mixing
"Mixing and Blending Machine Setters, Operators, and Tenders"," ""Blending processes""",blending processes,2730,blending processes
"Mixing and Blending Machine Setters, Operators, and Tenders"," ""Visual inspection""",visual inspection,19,equipment maintenance
"Mixing and Blending Machine Setters, Operators, and Tenders"," ""Equipment maintenance""]",equipment maintenance,19,equipment maintenance
"Cutters and Trimmers, Hand","[""Material examination""",material examination,2731,material examination
"Cutters and Trimmers, Hand"," ""Cutting tool management""",cutting tool management,19,equipment maintenance
"Cutters and Trimmers, Hand"," ""Quality control""",quality control,19,equipment maintenance
"Cutters and Trimmers, Hand"," ""Time management""",time management,7,time management
"Cutters and Trimmers, Hand"," ""Attention to detail""",attention to detail,737,attention to detail
"Cutters and Trimmers, Hand"," ""Defect identification""",defect identification,760,defect identification
"Cutters and Trimmers, Hand"," ""Material marking""",material marking,2732,material marking
"Cutters and Trimmers, Hand"," ""Cutting line marking""",cutting line marking,2733,cutting line marking
"Cutters and Trimmers, Hand"," ""Template positioning""",template positioning,2734,template positioning
"Cutters and Trimmers, Hand"," ""Material separation""",material separation,2405,material separation
"Cutters and Trimmers, Hand"," ""Tool sharpening""",tool sharpening,2156,tool sharpening
"Cutters and Trimmers, Hand"," ""Product finishing""]",product finishing,1195,surface finishing
"Cutting and Slicing Machine Setters, Operators, and Tenders","[""Material handling""",material handling,59,material handling
"Cutting and Slicing Machine Setters, Operators, and Tenders"," ""Machine operation""",machine operation,19,equipment maintenance
"Cutting and Slicing Machine Setters, Operators, and Tenders"," ""Quality control""",quality control,19,equipment maintenance
"Cutting and Slicing Machine Setters, Operators, and Tenders"," ""Equipment maintenance""",equipment maintenance,19,equipment maintenance
"Cutting and Slicing Machine Setters, Operators, and Tenders"," ""Troubleshooting""",troubleshooting,423,troubleshooting
"Cutting and Slicing Machine Setters, Operators, and Tenders"," ""Problem solving""",problem solving,5,problem solving
"Cutting and Slicing Machine Setters, Operators, and Tenders"," ""Time management""",time management,7,time management
"Cutting and Slicing Machine Setters, Operators, and Tenders"," ""Inventory management""",inventory management,41,inventory management
"Cutting and Slicing Machine Setters, Operators, and Tenders"," ""Logistics coordination""",logistics coordination,103,logistics management
"Cutting and Slicing Machine Setters, Operators, and Tenders"," ""Supply chain management""",supply chain management,26,supply chain management
"Cutting and Slicing Machine Setters, Operators, and Tenders"," ""Production planning""",production planning,87,production planning
"Cutting and Slicing Machine Setters, Operators, and Tenders"," ""Manufacturing processes""]",manufacturing processes,19,equipment maintenance
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","[""Material handling""",material handling,59,material handling
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"," ""Equipment operation""",equipment operation,19,equipment maintenance
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"," ""Quality control""",quality control,19,equipment maintenance
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"," ""Troubleshooting""",troubleshooting,423,troubleshooting
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"," ""Maintenance""",maintenance,19,equipment maintenance
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"," ""Record keeping""",record keeping,50,record keeping
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"," ""Mathematical reasoning""",mathematical reasoning,380,mathematical reasoning
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"," ""Critical thinking""",critical thinking,60,critical thinking
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"," ""Problem solving""",problem solving,5,problem solving
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"," ""Monitoring""",monitoring,23,operations monitoring
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"," ""Adjustment""",adjustment,1650,adjustment
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"," ""Cleaning""]",cleaning,19,equipment maintenance
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","[""Equipment Operation""",equipment operation,19,equipment maintenance
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"," ""Quality Control""",quality control,19,equipment maintenance
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"," ""Material Handling""",material handling,59,material handling
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"," ""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"," ""Troubleshooting""",troubleshooting,423,troubleshooting
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"," ""Problem Solving""",problem solving,5,problem solving
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"," ""Critical Thinking""",critical thinking,60,critical thinking
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"," ""Monitoring""",monitoring,23,operations monitoring
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"," ""Operations Analysis""",operations analysis,19,equipment maintenance
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"," ""Equipment Selection""",equipment selection,19,equipment maintenance
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"," ""Installation""",installation,615,installation
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"," ""Operations Monitoring""",operations monitoring,23,operations monitoring
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"," ""Operation and Control""",operation and control,967,operation and control
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"," ""Judgment and Decision Making""]",judgment and decision making,90,judgment and decision making
"Inspectors, Testers, Sorters, Samplers, and Weighers","[""Quality Control""",quality control,19,equipment maintenance
"Inspectors, Testers, Sorters, Samplers, and Weighers"," ""Measurement Techniques""",measurement techniques,588,precision measurement
"Inspectors, Testers, Sorters, Samplers, and Weighers"," ""Data Analysis""",data analysis,148,data analysis
"Inspectors, Testers, Sorters, Samplers, and Weighers"," ""Problem Solving""",problem solving,5,problem solving
"Inspectors, Testers, Sorters, Samplers, and Weighers"," ""Equipment Operation""",equipment operation,19,equipment maintenance
"Inspectors, Testers, Sorters, Samplers, and Weighers"," ""Process Control""",process control,100,process control
