source_soc,source_name,target_soc,target_name,similarity,source_ai_exposure,target_ai_exposure,delta_exposure,n_missing,n_shared,missing_skills,shared_skills
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0.8282467126846313,0.18,0.13,0.04999999999999999,3,5,bonding techniques|precision alignment|surface preparation,equipment calibration|equipment maintenance|operations monitoring|troubleshooting|workpiece inspection
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",0.825463593006134,0.18,0.17,0.009999999999999981,4,3,adjusting machine controls|pattern reading|lubrication techniques|material handling,equipment maintenance|operations monitoring|troubleshooting
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",53-7063.00,Machine Feeders and Offbearers,0.8174991607666016,0.18,0.12,0.06,7,1,data recording|industrial truck operation|fastening and packaging|hand tool operation|precision measurement|technical documentation|material handling,equipment maintenance
51-4111.00,Tool and Die Makers,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.8272843360900879,0.2,0.175,0.025000000000000022,7,2,shop math and layout techniques|drilling techniques|mathematical calculations and applications|machining|workpiece positioning|material removal|machine setup and operation,equipment maintenance|troubleshooting
51-4111.00,Tool and Die Makers,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.8214848041534424,0.2,0.175,0.025000000000000022,5,2,dimensional accuracy|fluid management|workpiece inspection|programming|material handling,equipment maintenance|precision measurement
51-4111.00,Tool and Die Makers,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.8184715509414673,0.2,0.175,0.025000000000000022,6,3,precision adjustment|workpiece positioning|material removal|machine setup and operation|lubrication techniques|surface finishing,equipment maintenance|precision measurement|troubleshooting
51-4111.00,Tool and Die Makers,51-9162.00,Computer Numerically Controlled Tool Programmers,0.8067286014556885,0.2,0.16,0.04000000000000001,6,2,drafting|geometry|simulation software|mathematical analysis|programming|time management,equipment maintenance|troubleshooting
51-4111.00,Tool and Die Makers,51-2041.00,Structural Metal Fabricators and Fitters,0.7982249855995178,0.2,0.11,0.09000000000000001,6,3,assembly and joinery|metal shaping techniques|blueprint reading|welding techniques|material handling|time management,equipment maintenance|precision measurement|problem solving
51-4111.00,Tool and Die Makers,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.786105751991272,0.2,0.1733333333333333,0.0266666666666667,6,2,die installation|press operation|metal shaping techniques|machine setup and operation|material handling|operations monitoring,equipment maintenance|troubleshooting
51-4111.00,Tool and Die Makers,51-4041.00,Machinists,0.7704243659973145,0.2,0.18,0.020000000000000018,9,3,metal properties|mechanical knowledge|machining|technical communication|mathematical analysis|layout planning|waste management|material handling|communication,equipment maintenance|precision measurement|troubleshooting
51-4111.00,Tool and Die Makers,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.7684372067451477,0.2,0.175,0.025000000000000022,4,5,science|operation and control|mathematics|operations monitoring,critical thinking|equipment maintenance|installation|problem solving|troubleshooting
51-4111.00,Tool and Die Makers,47-3013.00,Helpers--Electricians,0.7635411620140076,0.2,0.09,0.11000000000000001,9,2,work area cleaning|wire stripping techniques|conduit installation|equipment disassembly|reassembly techniques|electrical system installation|cable management|material transfer|hand tool operation,equipment maintenance|troubleshooting
51-4111.00,Tool and Die Makers,51-9022.00,"Grinding and Polishing Workers, Hand",0.7625948190689087,0.2,0.18,0.020000000000000018,9,1,abrasive tool selection|power tool operation|dimensional measurement|defect identification|hand tool operation|blueprint reading|layout planning|surface finishing|surface preparation,equipment maintenance
51-4121.00,"Welders, Cutters, Solderers, and Brazers",51-2041.00,Structural Metal Fabricators and Fitters,0.7000723481178284,0.13,0.11,0.020000000000000004,5,4,assembly and joinery|metal shaping techniques|precision measurement|problem solving|time management,blueprint reading|equipment maintenance|material handling|welding techniques
51-4121.00,"Welders, Cutters, Solderers, and Brazers",47-5081.00,Helpers--Extraction Workers,0.6953521966934204,0.13,0.11,0.020000000000000004,6,2,geological material handling|site preparation|hand tool operation|transportation management|problem solving|operations monitoring,equipment maintenance|material handling
51-4121.00,"Welders, Cutters, Solderers, and Brazers",47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",0.6843866109848022,0.13,0.09,0.04000000000000001,6,3,team support|worksite organization|protective covering application|scaffolding setup|problem solving|time management,equipment maintenance|material handling|surface preparation
51-4121.00,"Welders, Cutters, Solderers, and Brazers",47-2221.00,Structural Iron and Steel Workers,0.6776238679885864,0.13,0.11,0.020000000000000004,6,2,construction coordination|rigging and hoisting|leveling and alignment|structural analysis|critical thinking|problem solving,equipment maintenance|welding techniques
51-4121.00,"Welders, Cutters, Solderers, and Brazers",49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",0.6740427017211914,0.13,0.11,0.020000000000000004,9,1,operation and control|active learning|systems analysis|complex problem solving|installation|judgment and decision making|troubleshooting|operations monitoring|time management,equipment maintenance
51-4121.00,"Welders, Cutters, Solderers, and Brazers",49-9071.00,"Maintenance and Repair Workers, General",0.6659537553787231,0.13,0.11,0.020000000000000004,9,1,mathematics|active learning|systems analysis|complex problem solving|installation|judgment and decision making|critical thinking|troubleshooting|time management,equipment maintenance
51-4121.00,"Welders, Cutters, Solderers, and Brazers",47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",0.6566861867904663,0.13,0.09,0.04000000000000001,8,2,caulking and sealing|grout application|surface repair|material transfer|organization|material preparation|surface finishing|installation,equipment maintenance|material handling
51-4121.00,"Welders, Cutters, Solderers, and Brazers",51-9198.00,Helpers--Production Workers,0.6509214043617249,0.13,0.12,0.010000000000000009,8,2,lifting and moving|physical stamina|attention to detail|inventory management|troubleshooting|problem solving|communication|time management,equipment maintenance|material handling
51-4121.00,"Welders, Cutters, Solderers, and Brazers",47-2081.00,Drywall and Ceiling Tile Installers,0.6502832174301147,0.13,0.11,0.020000000000000004,8,4,structural framing|cutting and fitting|fastening and securing|surface finishing|mathematical calculations|precision measurement|project management|problem solving,blueprint reading|equipment maintenance|material handling|surface preparation
51-4121.00,"Welders, Cutters, Solderers, and Brazers",47-3013.00,Helpers--Electricians,0.6484845876693726,0.13,0.09,0.04000000000000001,10,1,work area cleaning|wire stripping techniques|conduit installation|equipment disassembly|reassembly techniques|electrical system installation|cable management|material transfer|hand tool operation|troubleshooting,equipment maintenance
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",53-7063.00,Machine Feeders and Offbearers,0.7579771280288696,0.13,0.12,0.010000000000000009,7,1,data recording|industrial truck operation|fastening and packaging|hand tool operation|precision measurement|technical documentation|material handling,equipment maintenance
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-2041.00,Structural Metal Fabricators and Fitters,0.7473719120025635,0.13,0.11,0.020000000000000004,8,1,assembly and joinery|metal shaping techniques|blueprint reading|welding techniques|precision measurement|material handling|problem solving|time management,equipment maintenance
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",45-4022.00,Logging Equipment Operators,0.7363247871398926,0.13,0.12,0.010000000000000009,7,2,terrain navigation|log grading|critical thinking|material handling|record keeping|problem solving|time management,equipment maintenance|troubleshooting
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",47-5081.00,Helpers--Extraction Workers,0.7301491498947144,0.13,0.11,0.020000000000000004,6,2,geological material handling|site preparation|hand tool operation|transportation management|material handling|problem solving,equipment maintenance|operations monitoring
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",0.7254331111907959,0.13,0.11,0.020000000000000004,7,3,operation and control|active learning|systems analysis|complex problem solving|installation|judgment and decision making|time management,equipment maintenance|operations monitoring|troubleshooting
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-9198.00,Helpers--Production Workers,0.7242943048477173,0.13,0.12,0.010000000000000009,8,2,lifting and moving|physical stamina|attention to detail|material handling|inventory management|problem solving|communication|time management,equipment maintenance|troubleshooting
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",49-9071.00,"Maintenance and Repair Workers, General",0.7110514640808105,0.13,0.11,0.020000000000000004,8,2,mathematics|active learning|systems analysis|complex problem solving|installation|judgment and decision making|critical thinking|time management,equipment maintenance|troubleshooting
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",47-2081.00,Drywall and Ceiling Tile Installers,0.6810939908027649,0.13,0.11,0.020000000000000004,10,2,structural framing|cutting and fitting|fastening and securing|surface finishing|blueprint reading|mathematical calculations|precision measurement|project management|material handling|problem solving,equipment maintenance|surface preparation
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,0.6701792478561401,0.13,0.09,0.04000000000000001,8,1,track inspection|ballast management|locomotive maintenance|leveling and alignment|physical labor|equipment troubleshooting|welding techniques|material handling,equipment maintenance
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",47-3013.00,Helpers--Electricians,0.665047824382782,0.13,0.09,0.04000000000000001,9,2,work area cleaning|wire stripping techniques|conduit installation|equipment disassembly|reassembly techniques|electrical system installation|cable management|material transfer|hand tool operation,equipment maintenance|troubleshooting
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",0.8134781122207642,0.215,0.19,0.024999999999999994,4,5,operation and control|critical thinking|installation|problem solving,equipment maintenance|judgment and decision making|material handling|operations monitoring|troubleshooting
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",0.775429368019104,0.215,0.1833333333333333,0.031666666666666704,7,2,glass shaping techniques|instrument usage|material analysis|attention to detail|precision measurement|critical thinking|problem solving,equipment maintenance|record keeping
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.7713363170623779,0.215,0.2033333333333333,0.011666666666666686,3,6,metal tempering|rolling and forming techniques|lubrication techniques,cooling system management|equipment maintenance|material handling|record keeping|time management|troubleshooting
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",53-7063.00,Machine Feeders and Offbearers,0.76963210105896,0.215,0.12,0.095,6,2,data recording|industrial truck operation|fastening and packaging|hand tool operation|precision measurement|technical documentation,equipment maintenance|material handling
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.7647320032119751,0.215,0.175,0.04000000000000001,7,2,precision adjustment|workpiece positioning|material removal|machine setup and operation|lubrication techniques|surface finishing|precision measurement,equipment maintenance|troubleshooting
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.7619547247886658,0.215,0.175,0.04000000000000001,6,3,science|operation and control|critical thinking|mathematics|installation|problem solving,equipment maintenance|operations monitoring|troubleshooting
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.7587823271751404,0.215,0.1733333333333333,0.041666666666666685,4,4,die installation|press operation|metal shaping techniques|machine setup and operation,equipment maintenance|material handling|operations monitoring|troubleshooting
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.7573997974395752,0.215,0.18,0.035,7,3,coolant and lubricant selection|material positioning|workpiece inspection|blueprint reading|equipment calibration|mathematical calculations|installation,equipment maintenance|operations monitoring|troubleshooting
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.7561802864074707,0.215,0.14,0.07499999999999998,4,6,humidity control|process control|pressure control|problem solving,equipment maintenance|material handling|record keeping|temperature control|time management|troubleshooting
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",31-9093.00,Medical Equipment Preparers,0.7443747520446777,0.215,0.15,0.065,6,3,service orientation|active learning|learning strategies|complex problem solving|installation|critical thinking,equipment maintenance|operations monitoring|troubleshooting
51-4192.00,"Layout Workers, Metal and Plastic",51-4062.00,"Patternmakers, Metal and Plastic",0.7757214307785034,0.205,0.2,0.004999999999999977,7,4,fixture construction|pattern finishing|template repair|pattern assembly|dimensional verification|machining|fastening techniques,blueprint reading|equipment maintenance|precision measurement|welding techniques
51-4192.00,"Layout Workers, Metal and Plastic",51-4061.00,"Model Makers, Metal and Plastic",0.7636439800262451,0.205,0.2,0.004999999999999977,3,3,programming cnc machines|model building|troubleshooting,blueprint reading|equipment maintenance|precision measurement
51-4192.00,"Layout Workers, Metal and Plastic",51-2041.00,Structural Metal Fabricators and Fitters,0.75467848777771,0.205,0.11,0.09499999999999999,5,4,assembly and joinery|metal shaping techniques|material handling|problem solving|time management,blueprint reading|equipment maintenance|precision measurement|welding techniques
51-4192.00,"Layout Workers, Metal and Plastic",51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.7253357172012329,0.205,0.175,0.03,7,2,shop math and layout techniques|mathematical calculations and applications|machining|workpiece positioning|material removal|machine setup and operation|troubleshooting,drilling techniques|equipment maintenance
51-4192.00,"Layout Workers, Metal and Plastic",51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.6983758211135864,0.205,0.175,0.03,5,2,dimensional accuracy|fluid management|workpiece inspection|programming|material handling,equipment maintenance|precision measurement
51-4192.00,"Layout Workers, Metal and Plastic",47-2081.00,Drywall and Ceiling Tile Installers,0.6979904174804688,0.205,0.11,0.09499999999999999,9,3,structural framing|cutting and fitting|fastening and securing|surface finishing|surface preparation|mathematical calculations|project management|material handling|problem solving,blueprint reading|equipment maintenance|precision measurement
51-4192.00,"Layout Workers, Metal and Plastic",51-9022.00,"Grinding and Polishing Workers, Hand",0.6896576881408691,0.205,0.18,0.024999999999999994,7,3,abrasive tool selection|power tool operation|dimensional measurement|defect identification|hand tool operation|surface finishing|surface preparation,blueprint reading|equipment maintenance|layout planning
51-4192.00,"Layout Workers, Metal and Plastic",51-7031.00,"Model Makers, Wood",0.6895451545715332,0.205,0.16,0.044999999999999984,7,4,jig building|pattern record keeping|wood selection|model building|dimensional verification|pattern making|surface finishing,assembly techniques|equipment maintenance|layout planning|template creation
51-4192.00,"Layout Workers, Metal and Plastic",47-2221.00,Structural Iron and Steel Workers,0.6835105419158936,0.205,0.11,0.09499999999999999,6,2,construction coordination|rigging and hoisting|leveling and alignment|structural analysis|critical thinking|problem solving,equipment maintenance|welding techniques
51-4192.00,"Layout Workers, Metal and Plastic",47-2044.00,Tile and Stone Setters,0.6823574900627136,0.205,0.1,0.10499999999999998,10,2,tile installation|leveling|joint finishing|mortar mixing|grout application|decorative design|measurement skills|heat sealing|adhesive application|pattern making,equipment maintenance|layout planning
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.8475794196128845,0.185,0.175,0.010000000000000009,7,2,precision adjustment|workpiece positioning|material removal|machine setup and operation|lubrication techniques|surface finishing|precision measurement,equipment maintenance|troubleshooting
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",0.8293203115463257,0.185,0.1466666666666666,0.038333333333333386,4,4,spray gun operation|painting techniques|material preparation|waste management,coating application|equipment maintenance|operations monitoring|troubleshooting
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.8046810626983643,0.185,0.175,0.010000000000000009,7,2,shop math and layout techniques|drilling techniques|mathematical calculations and applications|machining|workpiece positioning|material removal|machine setup and operation,equipment maintenance|troubleshooting
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-9123.00,"Painting, Coating, and Decorating Workers",0.8014904260635376,0.185,0.18,0.0050000000000000044,6,2,solvent handling|consistency monitoring|painting techniques|workpiece inspection|surface finishing|surface preparation,coating application|equipment maintenance
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.8004852533340454,0.185,0.175,0.010000000000000009,5,2,dimensional accuracy|fluid management|workpiece inspection|programming|precision measurement,equipment maintenance|material handling
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0.787039041519165,0.185,0.13,0.05499999999999999,5,3,precision alignment|bonding techniques|workpiece inspection|equipment calibration|surface preparation,equipment maintenance|operations monitoring|troubleshooting
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.7759308815002441,0.185,0.175,0.010000000000000009,5,4,science|operation and control|critical thinking|mathematics|installation,equipment maintenance|operations monitoring|problem solving|troubleshooting
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.774795651435852,0.185,0.18,0.0050000000000000044,7,3,coolant and lubricant selection|material positioning|workpiece inspection|blueprint reading|equipment calibration|mathematical calculations|installation,equipment maintenance|operations monitoring|troubleshooting
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4194.00,"Tool Grinders, Filers, and Sharpeners",0.7737243175506592,0.185,0.17,0.014999999999999986,10,1,grinding wheel dressing|metal surface quality control|abrasive tool selection|coolant management|surface inspection|precision cutting|dimensional measurement|machine setup and operation|polishing techniques|precision measurement,equipment maintenance
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.7531949281692505,0.185,0.1733333333333333,0.011666666666666686,4,4,die installation|press operation|metal shaping techniques|machine setup and operation,equipment maintenance|material handling|operations monitoring|troubleshooting
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-2041.00,Structural Metal Fabricators and Fitters,0.7567211389541626,0.17,0.11,0.06000000000000001,7,2,assembly and joinery|metal shaping techniques|blueprint reading|welding techniques|material handling|problem solving|time management,equipment maintenance|precision measurement
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-4121.00,"Welders, Cutters, Solderers, and Brazers",0.7450022101402283,0.17,0.13,0.04000000000000001,8,1,flame control and management|geometry|workpiece positioning|material removal|welding techniques|blueprint reading|surface preparation|material handling,equipment maintenance
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0.735529899597168,0.17,0.13,0.04000000000000001,7,1,precision alignment|bonding techniques|workpiece inspection|equipment calibration|surface preparation|troubleshooting|operations monitoring,equipment maintenance
51-4194.00,"Tool Grinders, Filers, and Sharpeners",49-9045.00,"Refractory Materials Repairers, Except Brickmasons",0.6620429754257202,0.17,0.13,0.04000000000000001,7,1,thermal equipment repair|hair cleansing techniques|material preparation|surface preparation|installation|financial analysis|operations monitoring,equipment maintenance
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-9083.00,Ophthalmic Laboratory Technicians,0.656622052192688,0.17,0.14,0.03,10,2,lens cleaning procedures|lens quality control|optical element coating|precision lens polishing|lens inspection methods|frame assembly|optical element shaping|lens alignment|optical element assembly|lens mounting techniques,precision cutting|precision measurement
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",0.6559674143791199,0.17,0.1466666666666666,0.0233333333333334,7,1,spray gun operation|painting techniques|coating application|material preparation|waste management|troubleshooting|operations monitoring,equipment maintenance
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-9162.00,Computer Numerically Controlled Tool Programmers,0.6526803970336914,0.17,0.16,0.010000000000000009,7,1,drafting|geometry|simulation software|mathematical analysis|programming|troubleshooting|time management,equipment maintenance
51-4194.00,"Tool Grinders, Filers, and Sharpeners",47-2081.00,Drywall and Ceiling Tile Installers,0.6503158807754517,0.17,0.11,0.06000000000000001,10,2,structural framing|cutting and fitting|fastening and securing|surface finishing|blueprint reading|surface preparation|mathematical calculations|project management|material handling|problem solving,equipment maintenance|precision measurement
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0.6378092765808105,0.17,0.15,0.020000000000000018,5,1,critical thinking|installation|troubleshooting|problem solving|operations monitoring,equipment maintenance
51-4194.00,"Tool Grinders, Filers, and Sharpeners",53-7063.00,Machine Feeders and Offbearers,0.6366956233978271,0.17,0.12,0.05000000000000002,6,2,data recording|industrial truck operation|fastening and packaging|hand tool operation|technical documentation|material handling,equipment maintenance|precision measurement
51-5111.00,Prepress Technicians and Workers,51-5112.00,Printing Press Operators,0.8115575313568115,0.38,0.25,0.13,8,1,ink flow management|plate securing methods|feed control systems|paper handling techniques|press operation|printing techniques|troubleshooting|operations monitoring,equipment maintenance
51-5111.00,Prepress Technicians and Workers,51-9151.00,Photographic Process Workers and Processing Machine Operators,0.7414263486862183,0.38,0.27,0.10999999999999999,9,1,chemical measurement|film digitization|darkroom equipment maintenance|photographic reproduction techniques|malfunction detection|solution preparation|image editing|printing techniques|image processing,equipment maintenance
51-5111.00,Prepress Technicians and Workers,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",0.6675183773040771,0.38,0.37,0.010000000000000009,9,1,weight management|sample collection|data analysis|data entry|precision measurement|supply chain management|laboratory techniques|inventory management|record keeping,equipment maintenance
51-5111.00,Prepress Technicians and Workers,53-7063.00,Machine Feeders and Offbearers,0.6645888090133667,0.38,0.12,0.26,7,1,data recording|industrial truck operation|fastening and packaging|hand tool operation|precision measurement|technical documentation|material handling,equipment maintenance
51-5111.00,Prepress Technicians and Workers,47-2211.00,Sheet Metal Workers,0.6589423418045044,0.38,0.21,0.17,9,1,assembly and installation|measurement and layout|metal shaping techniques|blueprint reading|welding techniques|staff supervision|project management|material handling|troubleshooting,equipment maintenance
51-5111.00,Prepress Technicians and Workers,43-9071.00,"Office Machine Operators, Except Computer",0.6576787829399109,0.38,0.37,0.010000000000000009,10,1,reading comprehension|critical thinking|mathematics|personnel management|judgment and decision making|material handling|financial management|troubleshooting|operations monitoring|time management,equipment maintenance
51-5111.00,Prepress Technicians and Workers,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.656683623790741,0.38,0.175,0.20500000000000002,6,1,dimensional accuracy|fluid management|workpiece inspection|programming|precision measurement|material handling,equipment maintenance
51-5111.00,Prepress Technicians and Workers,43-4071.00,File Clerks,0.6563997864723206,0.38,0.37,0.010000000000000009,10,1,report generation|filing systems|document classification|log maintenance|information retrieval|data entry|customer service|communication|record keeping|problem solving,file management
51-5111.00,Prepress Technicians and Workers,51-4062.00,"Patternmakers, Metal and Plastic",0.6551401615142822,0.38,0.2,0.18,10,1,fixture construction|pattern finishing|template repair|pattern assembly|dimensional verification|machining|fastening techniques|welding techniques|blueprint reading|precision measurement,equipment maintenance
51-5111.00,Prepress Technicians and Workers,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.6526948809623718,0.38,0.18,0.2,9,1,coolant and lubricant selection|material positioning|workpiece inspection|blueprint reading|equipment calibration|mathematical calculations|installation|troubleshooting|operations monitoring,equipment maintenance
51-5112.00,Printing Press Operators,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.8056493997573853,0.25,0.18,0.07,7,3,coolant and lubricant selection|material positioning|workpiece inspection|blueprint reading|equipment calibration|mathematical calculations|installation,equipment maintenance|operations monitoring|troubleshooting
51-5112.00,Printing Press Operators,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",0.7969940304756165,0.25,0.175,0.07500000000000001,8,2,coolant management|workpiece positioning|metal shaping techniques|machine setup and operation|blueprint reading|mathematical calculations|precision measurement|material handling,equipment maintenance|troubleshooting
51-5112.00,Printing Press Operators,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.7920874357223511,0.25,0.2033333333333333,0.04666666666666669,7,2,metal tempering|cooling system management|rolling and forming techniques|lubrication techniques|material handling|record keeping|time management,equipment maintenance|troubleshooting
51-5112.00,Printing Press Operators,53-7063.00,Machine Feeders and Offbearers,0.7792568206787109,0.25,0.12,0.13,7,1,data recording|industrial truck operation|fastening and packaging|hand tool operation|precision measurement|technical documentation|material handling,equipment maintenance
51-5112.00,Printing Press Operators,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,0.7727948427200317,0.25,0.21,0.04000000000000001,6,3,scientific knowledge|mathematical reasoning|communication|critical thinking|problem solving|time management,equipment maintenance|operations monitoring|troubleshooting
51-5112.00,Printing Press Operators,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.7628678679466248,0.25,0.1733333333333333,0.07666666666666669,4,4,die installation|metal shaping techniques|machine setup and operation|material handling,equipment maintenance|operations monitoring|press operation|troubleshooting
51-5112.00,Printing Press Operators,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",0.7595165371894836,0.25,0.23,0.01999999999999999,5,3,complex analysis|mechanical aptitude|process control|critical thinking|problem solving,equipment maintenance|operations monitoring|troubleshooting
51-5112.00,Printing Press Operators,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.7589274644851685,0.25,0.175,0.07500000000000001,6,1,dimensional accuracy|fluid management|workpiece inspection|programming|precision measurement|material handling,equipment maintenance
51-5112.00,Printing Press Operators,51-5113.00,Print Binding and Finishing Workers,0.7544821500778198,0.25,0.22,0.03,7,2,binding techniques|adhesive application|training and development|judgment and decision making|material handling|record keeping|time management,equipment maintenance|troubleshooting
51-5112.00,Printing Press Operators,51-9198.00,Helpers--Production Workers,0.7509652376174927,0.25,0.12,0.13,8,2,lifting and moving|physical stamina|attention to detail|material handling|inventory management|problem solving|communication|time management,equipment maintenance|troubleshooting
51-5113.00,Print Binding and Finishing Workers,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",0.8543006181716919,0.22,0.17,0.04999999999999999,4,3,adjusting machine controls|pattern reading|lubrication techniques|operations monitoring,equipment maintenance|material handling|troubleshooting
51-5113.00,Print Binding and Finishing Workers,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.8403270244598389,0.22,0.18,0.04000000000000001,8,2,coolant and lubricant selection|material positioning|workpiece inspection|blueprint reading|equipment calibration|mathematical calculations|installation|operations monitoring,equipment maintenance|troubleshooting
